country,zone,date,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
cameroon,Yaounde 2,Feb-22,114396,5549,50,46,7,67497,51552,39015,162756,28550,47030,30610
cameroon,Yaounde 2,Mar-22,114396,5549,51,44,9,39091,24971,19638,108852,25726,199506,158199
cameroon,Yaounde 2,Apr-22,114396,5549,49,46,7,72775,54848,38242,398591,20902,103298,62732
cameroon,Yaounde 2,May-22,114396,5549,48,46,9,81896,48015,29776,480310,24575,198770,146929
cameroon,Yaounde 2,Jun-22,114396,5549,49,45,8,36816,25521,19428,121042,21372,156891,104036
cameroon,Yaounde 2,Jul-22,114396,5549,50,44,8,97472,74701,58568,465828,27053,43946,34983
cameroon,Yaounde 2,Aug-22,114396,5549,46,44,7,28131,16473,8620,399843,13270,165255,120156
cameroon,Yaounde 2,Sep-22,114396,5549,49,47,5,63413,42227,30712,429923,14373,95907,60632
cameroon,Yaounde 2,Oct-22,114396,5549,49,47,9,95303,65194,43977,480849,24694,50745,31624
cameroon,Yaounde 2,Nov-22,114396,5549,47,47,8,5500,3770,2072,259050,12147,138503,103215
cameroon,Yaounde 2,Dec-22,114396,5549,49,44,7,36961,29357,22214,196614,26146,59911,46382
cameroon,Yaounde 2,Jan-23,115507,6602,42,36,14,45452,33298,21426,351335,26649,86521,52591
cameroon,Yaounde 2,Feb-23,115507,6602,43,37,14,83409,65214,51651,117164,24176,115744,89044
cameroon,Yaounde 2,Mar-23,115507,6602,46,38,16,15695,10379,6520,219895,26031,124494,80744
cameroon,Yaounde 2,Apr-23,115507,6602,45,37,18,83061,43104,25072,143715,26307,77422,53016
cameroon,Yaounde 2,May-23,115507,6602,46,35,14,71151,40691,28821,131926,23401,143404,108317
cameroon,Yaounde 2,Jun-23,115507,6602,46,37,15,22786,16599,8830,238080,28727,179695,124750
cameroon,Yaounde 2,Jul-23,115507,6602,46,35,14,5079,3500,2502,219608,15002,67079,41629
cameroon,Yaounde 2,Aug-23,115507,6602,42,36,18,23508,14639,8683,367438,22939,173608,130791
cameroon,Yaounde 2,Sep-23,115507,6602,46,35,15,59503,34822,23334,196416,15534,29148,20206
cameroon,Yaounde 2,Oct-23,115507,6602,46,35,18,76169,52392,33274,498341,23930,26947,16370
cameroon,Yaounde 2,Nov-23,115507,6602,45,35,15,76564,49123,35908,439281,17735,196518,125347
cameroon,Yaounde 2,Dec-23,115507,6602,46,36,17,68613,37937,21066,454979,23593,12088,7444
cameroon,Yaounde 2,Jan-24,118801,5358,34,35,6,18731,12590,10015,411455,20201,94588,65595
cameroon,Yaounde 2,Feb-24,118801,5358,32,34,5,72469,55650,37448,195361,12065,48887,35035
cameroon,Yaounde 2,Mar-24,118801,5358,36,34,5,46741,31548,22831,409485,12682,170008,118751
cameroon,Yaounde 2,Apr-24,118801,5358,33,36,5,88952,60785,38352,131854,19003,61880,37413
cameroon,Yaounde 2,May-24,118801,5358,35,33,7,92882,60120,40533,135164,12741,45906,32735
cameroon,Yaounde 2,Jun-24,118801,5358,35,35,8,37406,21149,12089,152100,12691,86312,65194
cameroon,Yaounde 2,Jul-24,118801,5358,37,34,7,46462,31552,22776,200425,13615,165406,101295
cameroon,Yaounde 2,Aug-24,118801,5358,33,36,7,57302,31648,23811,200027,18795,128103,77821
cameroon,Yaounde 2,Sep-24,118801,5358,36,35,7,30979,18853,9827,202416,22801,31382,20497
cameroon,Yaounde 2,Oct-24,118801,5358,32,36,9,20720,10387,5534,437211,28183,18073,12104
cameroon,Yaounde 2,Nov-24,118801,5358,32,36,5,7226,4040,2895,301630,13283,7837,4913
cameroon,Yaounde 2,Dec-24,118801,5358,32,35,9,78892,48560,35396,276065,20565,149573,93691
cameroon,Yaounde 3,Jan-20,65180,4041,39,23,10,31409,22889,14886,164136,15340,94235,62157
cameroon,Yaounde 3,Feb-20,65180,4041,41,25,8,60495,44335,27214,390571,13454,44808,35572
cameroon,Yaounde 3,Mar-20,65180,4041,39,25,9,34945,20963,10932,439001,14758,9327,6384
cameroon,Yaounde 3,Apr-20,65180,4041,41,25,8,16380,10814,7502,255858,7611,171421,131540
cameroon,Yaounde 3,May-20,65180,4041,40,26,7,16421,10199,5168,492746,11723,25407,20098
cameroon,Yaounde 3,Jun-20,65180,4041,42,24,8,52938,35978,25935,408466,7227,81082,50778
cameroon,Yaounde 3,Jul-20,65180,4041,41,25,9,45708,29237,19835,118111,8343,35922,22777
cameroon,Yaounde 3,Aug-20,65180,4041,38,26,9,38708,24269,15877,483312,14755,129646,78620
cameroon,Yaounde 3,Sep-20,65180,4041,41,25,8,25251,12931,8956,455990,10897,108976,71143
cameroon,Yaounde 3,Oct-20,65180,4041,38,26,7,91066,46881,32582,299760,9374,21691,15729
cameroon,Yaounde 3,Nov-20,65180,4041,43,25,9,20448,10430,7790,449040,13992,124881,77624
cameroon,Yaounde 3,Dec-20,65180,4041,43,24,9,40737,31550,23712,281208,11594,138931,98200
cameroon,Yaounde 3,Jan-21,69038,3559,82,48,18,15362,10117,7133,259787,15947,43198,28398
cameroon,Yaounde 3,Feb-21,69038,3559,86,46,16,74333,44310,26710,236104,15926,113991,89459
cameroon,Yaounde 3,Mar-21,69038,3559,87,45,18,79614,51513,38580,250406,10159,197531,133658
cameroon,Yaounde 3,Apr-21,69038,3559,84,46,16,91277,61799,48449,489074,17027,190682,146885
cameroon,Yaounde 3,May-21,69038,3559,85,45,15,9228,6943,5414,345686,15139,15832,11032
cameroon,Yaounde 3,Jun-21,69038,3559,85,45,17,41038,27348,15155,428710,12026,112839,89683
cameroon,Yaounde 3,Jul-21,69038,3559,82,47,17,95409,53115,33328,380720,8025,141665,88898
cameroon,Yaounde 3,Aug-21,69038,3559,87,47,18,14848,10912,6678,450367,16900,69591,50433
cameroon,Yaounde 3,Sep-21,69038,3559,82,45,18,55406,40121,27578,453392,11635,146947,92619
cameroon,Yaounde 3,Oct-21,69038,3559,84,48,18,37700,22424,14400,418979,13494,91658,61263
cameroon,Yaounde 3,Nov-21,69038,3559,83,46,16,87893,57203,37124,331983,9799,126551,97962
cameroon,Yaounde 3,Dec-21,69038,3559,82,48,18,50369,35267,22812,106445,9381,121600,80630
cameroon,Yaounde 3,Jan-22,72436,3046,26,28,9,10823,6960,3521,212893,8085,50034,33614
cameroon,Yaounde 3,Feb-22,72436,3046,26,26,10,85726,50284,34437,359955,7470,195724,145310
cameroon,Yaounde 3,Mar-22,72436,3046,29,28,10,60380,31177,21512,490391,10572,78888,51816
cameroon,Yaounde 3,Apr-22,72436,3046,24,26,10,52092,40379,22378,423556,9189,31521,19271
cameroon,Yaounde 3,May-22,72436,3046,25,29,13,20889,10446,8297,184351,10570,22349,14887
cameroon,Yaounde 3,Jun-22,72436,3046,29,27,12,64360,34026,24320,246606,13835,165447,121889
cameroon,Yaounde 3,Jul-22,72436,3046,25,26,9,83533,56673,32180,459742,12445,113907,81656
cameroon,Yaounde 3,Aug-22,72436,3046,24,29,10,36010,22358,16327,273497,15329,40819,30817
cameroon,Yaounde 3,Sep-22,72436,3046,26,28,11,36226,18902,9718,355619,15453,35939,21608
cameroon,Yaounde 3,Oct-22,72436,3046,24,27,13,16886,13304,7731,345824,15014,42298,27292
cameroon,Yaounde 3,Nov-22,72436,3046,29,26,11,25311,12802,8912,422768,7737,77848,53737
cameroon,Yaounde 3,Dec-22,72436,3046,29,26,13,10745,5999,4699,149685,8179,164366,115507
cameroon,Yaounde 3,Jan-23,75054,5317,98,43,8,11590,7957,4529,315886,9849,19477,15390
cameroon,Yaounde 3,Feb-23,75054,5317,96,45,9,21069,12117,9324,250704,11987,149717,112230
cameroon,Yaounde 3,Mar-23,75054,5317,99,44,12,41566,22038,12050,312994,10984,22798,15236
cameroon,Yaounde 3,Apr-23,75054,5317,98,45,9,95650,60918,40228,353897,7735,99668,70290
cameroon,Yaounde 3,May-23,75054,5317,99,43,9,94646,72546,50832,355820,13233,130799,98235
cameroon,Yaounde 3,Jun-23,75054,5317,99,44,12,12087,8124,5320,308369,18052,12287,8596
cameroon,Yaounde 3,Jul-23,75054,5317,100,44,8,58795,44809,30481,252855,17090,160444,113138
cameroon,Yaounde 3,Aug-23,75054,5317,99,45,10,20533,14168,8058,112365,16084,196399,153873
cameroon,Yaounde 3,Sep-23,75054,5317,96,46,8,8369,4678,3281,196746,9100,112071,84740
cameroon,Yaounde 3,Oct-23,75054,5317,100,45,12,79861,41630,22274,345409,12068,112326,83028
cameroon,Yaounde 3,Nov-23,75054,5317,98,45,8,20826,13818,8400,341138,12748,139577,90078
cameroon,Yaounde 3,Dec-23,75054,5317,97,43,12,16252,9355,7408,461003,17565,14867,11394
cameroon,Yaounde 3,Jan-24,77017,4777,29,29,7,74359,40114,21822,378315,15187,53083,36924
cameroon,Yaounde 3,Feb-24,77017,4777,29,30,6,31697,24936,19002,232856,16594,123794,98608
cameroon,Yaounde 3,Mar-24,77017,4777,30,30,6,13944,10838,7972,122388,14681,86701,60317
cameroon,Yaounde 3,Apr-24,77017,4777,26,30,7,86953,67949,41692,283076,7796,32537,25265
cameroon,Yaounde 3,May-24,77017,4777,26,28,9,10754,6997,4297,137823,16020,15918,12014
cameroon,Yaounde 3,Jun-24,77017,4777,26,30,9,10524,6746,3876,397648,16667,152730,121465
cameroon,Yaounde 3,Jul-24,77017,4777,28,30,10,69109,35558,24380,173864,10481,71300,56851
cameroon,Yaounde 3,Aug-24,77017,4777,26,31,10,92588,72178,44666,274658,8421,128042,81624
cameroon,Yaounde 3,Sep-24,77017,4777,31,28,7,35957,18314,13738,139077,9572,177536,119237
cameroon,Yaounde 3,Oct-24,77017,4777,28,28,6,94578,70315,36606,274788,13704,82860,53455
cameroon,Yaounde 3,Nov-24,77017,4777,26,28,6,45871,24611,15062,301549,8180,94322,62586
cameroon,Yaounde 3,Dec-24,77017,4777,27,28,9,37279,18917,13041,433690,11763,55152,37045
cameroon,Yaounde 4,Jan-20,108511,4780,94,39,7,81929,45696,35013,454103,11331,128470,100123
cameroon,Yaounde 4,Feb-20,108511,4780,89,42,4,69852,50155,29196,278433,17728,191893,152686
cameroon,Yaounde 4,Mar-20,108511,4780,92,41,4,93069,55282,42234,474316,12219,152522,98871
cameroon,Yaounde 4,Apr-20,108511,4780,90,39,6,65227,33585,18672,357603,23921,58527,46306
cameroon,Yaounde 4,May-20,108511,4780,89,39,7,27566,18178,11995,207700,15481,129899,102253
cameroon,Yaounde 4,Jun-20,108511,4780,89,40,4,36125,23141,14710,252535,20094,77280,55570
cameroon,Yaounde 4,Jul-20,108511,4780,92,42,5,47926,36256,20321,495804,17798,100977,72940
cameroon,Yaounde 4,Aug-20,108511,4780,91,40,7,61750,32685,23749,131373,20350,174666,133173
cameroon,Yaounde 4,Sep-20,108511,4780,90,39,5,26995,17851,12933,136415,14012,29880,18930
cameroon,Yaounde 4,Oct-20,108511,4780,92,41,7,87530,57227,28958,177261,17089,33693,23900
cameroon,Yaounde 4,Nov-20,108511,4780,91,42,3,47933,33928,26816,130830,13092,34637,22479
cameroon,Yaounde 4,Dec-20,108511,4780,94,39,7,19000,11448,7088,472746,19750,165079,130149
cameroon,Yaounde 4,Jan-21,115134,5041,77,21,7,89397,53078,39401,143074,21293,68623,52648
cameroon,Yaounde 4,Feb-21,115134,5041,74,22,7,76008,57978,34482,157891,13682,49213,34008
cameroon,Yaounde 4,Mar-21,115134,5041,75,22,7,22289,14433,10604,170156,18098,89643,63237
cameroon,Yaounde 4,Apr-21,115134,5041,72,22,7,82771,54719,33329,183678,17161,8038,5454
cameroon,Yaounde 4,May-21,115134,5041,74,21,6,13351,7985,4674,248639,27316,35971,28131
cameroon,Yaounde 4,Jun-21,115134,5041,76,21,5,72969,37095,25847,153777,22694,110090,70618
cameroon,Yaounde 4,Jul-21,115134,5041,77,23,5,31185,23621,14556,457280,13992,113475,72536
cameroon,Yaounde 4,Aug-21,115134,5041,76,22,6,42516,24826,19693,321548,15818,74790,52220
cameroon,Yaounde 4,Sep-21,115134,5041,72,21,9,12204,7678,4115,173658,25777,153147,117247
cameroon,Yaounde 4,Oct-21,115134,5041,74,22,9,98613,51465,35121,434125,28385,154851,120193
cameroon,Yaounde 4,Nov-21,115134,5041,72,23,6,69516,50613,31349,148147,27897,162530,117851
cameroon,Yaounde 4,Dec-21,115134,5041,75,22,7,31863,24753,14246,310603,14682,177017,137843
cameroon,Yaounde 4,Jan-22,118103,9193,16,29,8,11900,8932,6289,292672,20789,65966,50263
cameroon,Yaounde 4,Feb-22,118103,9193,18,27,10,31560,21607,11032,406458,12265,168738,101618
cameroon,Yaounde 4,Mar-22,118103,9193,15,27,10,75310,48122,27822,413908,13687,58237,38700
cameroon,Yaounde 4,Apr-22,118103,9193,18,27,8,53781,33851,24588,350395,20382,194235,146965
cameroon,Yaounde 4,May-22,118103,9193,18,28,9,44293,23684,15068,482941,18013,78779,48517
cameroon,Yaounde 4,Jun-22,118103,9193,17,28,10,81773,61010,33535,354639,11864,194638,144230
cameroon,Yaounde 4,Jul-22,118103,9193,14,30,8,48643,38317,24836,451882,26458,9912,6587
cameroon,Yaounde 4,Aug-22,118103,9193,17,27,9,45558,31193,23800,416582,24764,186462,138237
cameroon,Yaounde 4,Sep-22,118103,9193,15,28,9,87437,53456,28178,353062,24048,36914,25897
cameroon,Yaounde 4,Oct-22,118103,9193,19,27,8,32386,18003,9830,110382,24584,152256,109646
cameroon,Yaounde 4,Nov-22,118103,9193,17,29,9,97798,62772,48796,262189,22488,96976,76093
cameroon,Yaounde 4,Dec-22,118103,9193,15,27,8,33295,23510,17530,311408,12598,154582,104528
cameroon,Yaounde 4,Jan-23,122839,6843,44,30,14,58995,35616,21433,477405,14181,138561,105455
cameroon,Yaounde 4,Feb-23,122839,6843,46,31,14,77803,56276,30517,265351,21800,75071,50495
cameroon,Yaounde 4,Mar-23,122839,6843,41,31,18,17723,13190,7105,223535,14311,74820,56571
cameroon,Yaounde 4,Apr-23,122839,6843,46,31,15,17590,9178,6010,191335,18254,43091,30833
cameroon,Yaounde 4,May-23,122839,6843,45,31,18,13719,7991,5881,177394,20742,151739,101476
cameroon,Yaounde 4,Jun-23,122839,6843,45,30,14,72833,54238,28786,288977,13139,36926,26023
cameroon,Yaounde 4,Jul-23,122839,6843,41,28,15,57129,40205,26509,453342,21790,19551,12531
cameroon,Yaounde 4,Aug-23,122839,6843,41,31,17,47715,33816,23770,367246,21044,8655,5866
cameroon,Yaounde 4,Sep-23,122839,6843,46,28,14,76296,53742,30411,389290,27294,76352,56193
cameroon,Yaounde 4,Oct-23,122839,6843,43,31,16,79501,49334,30325,343192,14847,162747,114137
cameroon,Yaounde 4,Nov-23,122839,6843,42,28,17,27945,19750,12647,347245,16719,96639,76016
cameroon,Yaounde 4,Dec-23,122839,6843,44,31,18,16472,12348,7923,362148,20916,173201,104932
cameroon,Yaounde 4,Jan-24,129360,5255,97,30,17,14911,10776,5726,435014,21316,99549,74384
cameroon,Yaounde 4,Feb-24,129360,5255,99,30,15,87583,50410,29285,156767,17559,107078,71428
cameroon,Yaounde 4,Mar-24,129360,5255,97,28,18,10931,6627,4932,251205,29643,126208,92597
cameroon,Yaounde 4,Apr-24,129360,5255,99,27,15,28884,22024,14990,396516,16376,152472,91790
cameroon,Yaounde 4,May-24,129360,5255,100,27,15,45166,31013,16159,395710,18384,117005,74827
cameroon,Yaounde 4,Jun-24,129360,5255,100,28,15,39479,21280,13187,153865,24997,181216,120592
cameroon,Yaounde 4,Jul-24,129360,5255,97,28,19,32007,21538,15087,272213,32223,109770,66275
cameroon,Yaounde 4,Aug-24,129360,5255,99,28,16,73204,45650,26790,496856,19962,133140,82672
cameroon,Yaounde 4,Sep-24,129360,5255,95,28,15,44046,31321,23386,130816,16725,57532,37638
cameroon,Yaounde 4,Oct-24,129360,5255,95,30,17,87738,51415,31272,193655,31107,163313,113209
cameroon,Yaounde 4,Nov-24,129360,5255,97,28,19,13310,8011,5958,411591,18000,85348,62797
cameroon,Yaounde 4,Dec-24,129360,5255,100,29,19,47542,36387,27774,139516,26866,61747,48546
cameroon,Yaounde 5,Jan-20,33711,1397,60,41,8,69983,47314,33024,453854,6919,130116,85428
cameroon,Yaounde 5,Feb-20,33711,1397,60,40,10,93707,68832,44571,247566,4818,182335,143085
cameroon,Yaounde 5,Mar-20,33711,1397,60,38,9,12035,8868,7054,261946,7562,21266,13010
cameroon,Yaounde 5,Apr-20,33711,1397,64,38,9,91797,47680,24601,462244,7590,123024,75628
cameroon,Yaounde 5,May-20,33711,1397,61,38,9,25067,19117,13970,308153,6784,47581,35963
cameroon,Yaounde 5,Jun-20,33711,1397,60,41,11,33529,24082,14144,148918,7011,195714,124334
cameroon,Yaounde 5,Jul-20,33711,1397,63,38,9,92340,73743,52712,202500,4946,157924,105871
cameroon,Yaounde 5,Aug-20,33711,1397,62,41,8,96558,74714,57381,303423,8210,101599,70460
cameroon,Yaounde 5,Sep-20,33711,1397,63,39,11,47106,31153,24769,145536,4016,11296,8762
cameroon,Yaounde 5,Oct-20,33711,1397,60,41,10,71172,35828,20345,345791,5490,10452,7681
cameroon,Yaounde 5,Nov-20,33711,1397,60,40,8,7390,5194,3317,260425,5407,39806,28141
cameroon,Yaounde 5,Dec-20,33711,1397,62,41,9,24941,19521,12760,398070,6969,184045,113239
cameroon,Yaounde 5,Jan-21,35219,2550,34,42,17,86164,51337,31280,139138,3838,8446,5419
cameroon,Yaounde 5,Feb-21,35219,2550,30,43,20,5399,3379,1907,311885,8164,14710,8828
cameroon,Yaounde 5,Mar-21,35219,2550,31,43,20,97726,65522,44273,198679,5790,178418,111718
cameroon,Yaounde 5,Apr-21,35219,2550,30,42,17,76374,60227,47299,429984,5070,133253,86042
cameroon,Yaounde 5,May-21,35219,2550,34,45,18,61106,37005,23535,328979,7315,11952,9499
cameroon,Yaounde 5,Jun-21,35219,2550,31,43,18,54654,36639,19308,446757,4400,124473,90486
cameroon,Yaounde 5,Jul-21,35219,2550,31,44,17,39943,27241,16398,145011,3861,31644,23042
cameroon,Yaounde 5,Aug-21,35219,2550,30,44,19,20231,14006,8624,472223,6542,124261,88086
cameroon,Yaounde 5,Sep-21,35219,2550,33,44,20,87485,65068,51119,134290,8406,64660,39324
cameroon,Yaounde 5,Oct-21,35219,2550,34,45,16,62134,43454,24372,442780,7081,18968,12704
cameroon,Yaounde 5,Nov-21,35219,2550,35,44,20,28858,22288,15059,227162,4220,56432,42327
cameroon,Yaounde 5,Dec-21,35219,2550,33,43,19,46234,27061,16853,145730,7697,41335,29012
cameroon,Yaounde 5,Jan-22,36224,2255,16,36,13,83627,54477,42216,471216,6382,122529,86415
cameroon,Yaounde 5,Feb-22,36224,2255,16,34,10,92373,65832,33912,252583,8578,123523,93438
cameroon,Yaounde 5,Mar-22,36224,2255,19,35,11,25447,15805,11813,381526,5374,122791,84018
