country,zone,date,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
cameroon,Yaounde 2,May-20,102592,150,200,120,187,100,177,286893,713185,132226,5983
cameroon,Yaounde 2,Jun-20,102592,150,150,133,145,112,132,480898,1005415,126139,31583
cameroon,Yaounde 2,Jul-20,102592,100,200,96,166,85,135,278307,585033,101388,70357
cameroon,Yaounde 2,Aug-20,102592,100,200,72,194,69,159,258098,599755,113417,15670
cameroon,Yaounde 2,Sep-20,102592,200,200,170,164,146,152,381917,951619,146598,84575
cameroon,Yaounde 2,Oct-20,102592,200,100,159,90,155,72,210972,506067,108199,31046
cameroon,Yaounde 2,Nov-20,102592,200,100,198,87,182,81,237207,565333,102262,11903
cameroon,Yaounde 2,Dec-20,102592,150,100,144,88,123,85,253614,582116,109372,4511
cameroon,Yaounde 2,Jan-21,106777,100,200,72,159,65,158,118446,269799,117649,24718
cameroon,Yaounde 2,Feb-21,106777,100,150,71,135,60,113,486764,1138600,103287,13473
cameroon,Yaounde 2,Mar-21,106777,100,150,80,128,79,104,467396,1050455,135019,63020
cameroon,Yaounde 2,Apr-21,106777,200,100,162,89,130,85,187015,396956,105844,40723
cameroon,Yaounde 2,May-21,106777,150,100,120,76,111,70,341202,713203,96985,61209
cameroon,Yaounde 2,Jun-21,106777,150,200,129,162,117,159,216938,486303,120710,26488
cameroon,Yaounde 2,Jul-21,106777,100,150,71,146,64,129,231939,488598,126458,65706
cameroon,Yaounde 2,Aug-21,106777,200,100,167,95,145,87,321397,690738,97456,4295
cameroon,Yaounde 2,Sep-21,106777,200,200,143,172,119,142,172225,410986,130797,19090
cameroon,Yaounde 2,Oct-21,106777,150,200,132,176,124,152,260896,554477,97208,26798
cameroon,Yaounde 2,Nov-21,106777,150,200,107,150,98,137,117403,245714,114205,23293
cameroon,Yaounde 2,Dec-21,106777,150,150,119,121,116,99,373655,886732,101828,11875
cameroon,Yaounde 2,Jan-22,114396,200,150,169,111,166,110,213495,439874,111392,11225
cameroon,Yaounde 2,Feb-22,114396,200,150,166,136,141,123,162756,372018,112639,65387
cameroon,Yaounde 2,Mar-22,114396,100,200,81,179,80,161,108852,226422,100706,30667
cameroon,Yaounde 2,Apr-22,114396,200,200,159,164,149,140,398591,916941,109256,69990
cameroon,Yaounde 2,May-22,114396,200,200,153,150,140,129,480310,1075050,108560,60551
cameroon,Yaounde 2,Jun-22,114396,150,200,117,151,102,133,121042,287083,127756,33165
cameroon,Yaounde 2,Jul-22,114396,150,100,119,82,117,70,465828,1053069,98087,95136
cameroon,Yaounde 2,Aug-22,114396,150,200,120,158,116,155,399843,946231,107228,20332
cameroon,Yaounde 2,Sep-22,114396,150,100,127,94,114,88,429923,908631,94012,52797
cameroon,Yaounde 2,Oct-22,114396,200,150,147,140,122,123,480849,1179955,125883,79963
cameroon,Yaounde 2,Nov-22,114396,150,100,135,91,131,91,259050,635404,130831,4857
cameroon,Yaounde 2,Dec-22,114396,150,100,112,70,108,62,196614,394200,111178,35409
cameroon,Yaounde 2,Jan-23,115507,200,200,169,190,141,171,351335,860035,142567,40767
cameroon,Yaounde 2,Feb-23,115507,100,150,72,115,68,103,117164,260513,117651,78330
cameroon,Yaounde 2,Mar-23,115507,200,150,182,136,150,134,219895,472033,137227,12994
cameroon,Yaounde 2,Apr-23,115507,100,100,91,82,73,77,143715,314549,132367,53264
cameroon,Yaounde 2,May-23,115507,200,200,140,177,115,168,131926,296232,103867,49583
cameroon,Yaounde 2,Jun-23,115507,150,100,150,87,124,78,238080,547022,103566,20212
cameroon,Yaounde 2,Jul-23,115507,150,100,131,86,123,83,219608,521103,146701,4373
cameroon,Yaounde 2,Aug-23,115507,200,100,184,81,157,73,367438,917829,113333,18517
cameroon,Yaounde 2,Sep-23,115507,100,100,74,91,73,86,196416,412248,132816,43927
cameroon,Yaounde 2,Oct-23,115507,150,150,109,111,96,90,498341,1030936,107472,65599
cameroon,Yaounde 2,Nov-23,115507,100,150,76,107,73,101,439281,922722,124449,62358
cameroon,Yaounde 2,Dec-23,115507,100,200,74,143,65,124,454979,1105590,139406,47373
cameroon,Yaounde 2,Jan-24,118801,100,150,90,118,73,110,411455,865164,136607,16009
cameroon,Yaounde 2,Feb-24,118801,200,200,155,150,143,120,195361,401195,128433,70764
cameroon,Yaounde 2,Mar-24,118801,150,100,138,92,129,77,409485,824691,150272,40792
cameroon,Yaounde 2,Apr-24,118801,150,100,106,89,98,88,131854,305107,165665,73540
cameroon,Yaounde 2,May-24,118801,100,200,73,178,60,177,135164,299022,158460,75682
cameroon,Yaounde 2,Jun-24,118801,100,150,75,141,68,125,152100,350708,122064,26677
cameroon,Yaounde 2,Jul-24,118801,100,150,86,137,81,113,200425,492827,158502,39214
cameroon,Yaounde 2,Aug-24,118801,100,200,85,175,75,156,200027,415107,143978,40541
cameroon,Yaounde 2,Sep-24,118801,150,150,116,107,95,103,202416,496279,174145,23803
cameroon,Yaounde 2,Oct-24,118801,200,200,142,196,140,190,437211,1034623,168368,13311
cameroon,Yaounde 2,Nov-24,118801,150,200,149,160,139,153,301630,675613,121467,5173
cameroon,Yaounde 2,Dec-24,118801,150,200,141,184,132,149,276065,673225,171309,63089
cameroon,Yaounde 3,Jan-20,65180,100,150,96,121,94,117,164136,338220,73135,29423
cameroon,Yaounde 3,Feb-20,65180,100,100,81,73,78,63,390571,907688,69924,54268
cameroon,Yaounde 3,Mar-20,65180,100,200,95,164,80,138,439001,892704,80366,26933
cameroon,Yaounde 3,Apr-20,65180,200,150,200,146,174,128,255858,536276,81534,13732
cameroon,Yaounde 3,May-20,65180,150,150,149,110,138,103,492746,1145958,88608,12585
cameroon,Yaounde 3,Jun-20,65180,100,100,80,98,74,80,408466,933488,78031,44848
cameroon,Yaounde 3,Jul-20,65180,100,150,84,120,83,109,118111,274831,87289,36540
cameroon,Yaounde 3,Aug-20,65180,150,100,121,83,114,77,483312,1106681,82907,29195
cameroon,Yaounde 3,Sep-20,65180,100,100,75,74,67,69,455990,1108840,65523,16069
cameroon,Yaounde 3,Oct-20,65180,100,200,74,196,69,178,299760,600263,84574,60710
cameroon,Yaounde 3,Nov-20,65180,100,100,98,87,95,70,449040,1053579,72541,12588
cameroon,Yaounde 3,Dec-20,65180,100,150,90,115,86,113,281208,631083,79271,38744
cameroon,Yaounde 3,Jan-21,69038,100,150,74,126,72,109,259787,593152,93458,12728
cameroon,Yaounde 3,Feb-21,69038,100,200,83,170,83,157,236104,580816,84151,55115
cameroon,Yaounde 3,Mar-21,69038,150,150,136,142,115,130,250406,575958,76061,64947
cameroon,Yaounde 3,Apr-21,69038,150,200,144,190,137,173,489074,1111549,92273,74357
cameroon,Yaounde 3,May-21,69038,200,100,196,74,167,73,345686,816288,104322,8665
cameroon,Yaounde 3,Jun-21,69038,200,100,182,90,162,84,428710,858428,103408,34119
cameroon,Yaounde 3,Jul-21,69038,200,100,194,88,184,88,380720,928962,82547,66253
cameroon,Yaounde 3,Aug-21,69038,150,150,147,147,133,136,450367,1120323,97382,13608
cameroon,Yaounde 3,Sep-21,69038,150,200,142,157,124,129,453392,1101629,82034,50802
cameroon,Yaounde 3,Oct-21,69038,150,200,128,175,128,157,418979,901088,102990,29055
cameroon,Yaounde 3,Nov-21,69038,200,100,161,91,132,79,331983,739364,99333,71673
cameroon,Yaounde 3,Dec-21,69038,200,150,199,138,173,128,106445,238396,104713,44994
cameroon,Yaounde 3,Jan-22,72436,150,150,149,107,140,94,212893,471210,84392,8538
cameroon,Yaounde 3,Feb-22,72436,150,150,134,144,120,117,359955,851622,61017,61470
cameroon,Yaounde 3,Mar-22,72436,150,150,124,135,115,128,490391,1097648,81644,38450
cameroon,Yaounde 3,Apr-22,72436,150,100,120,73,117,64,423556,871641,68741,51316
cameroon,Yaounde 3,May-22,72436,100,150,70,115,68,107,184351,376079,79753,13059
cameroon,Yaounde 3,Jun-22,72436,200,100,155,75,144,68,246606,542144,74322,41144
cameroon,Yaounde 3,Jul-22,72436,100,200,81,154,75,131,459742,958591,68251,70223
cameroon,Yaounde 3,Aug-22,72436,150,200,137,184,120,183,273497,558063,89202,28554
cameroon,Yaounde 3,Sep-22,72436,150,150,130,142,106,120,355619,835799,81293,24486
cameroon,Yaounde 3,Oct-22,72436,150,100,146,78,119,73,345824,835812,64880,16623
cameroon,Yaounde 3,Nov-22,72436,200,100,181,83,147,70,422768,951787,72966,15884
cameroon,Yaounde 3,Dec-22,72436,100,100,77,80,63,66,149685,352170,85473,7542
cameroon,Yaounde 3,Jan-23,75054,200,150,197,140,166,126,315886,711250,92183,9632
cameroon,Yaounde 3,Feb-23,75054,150,150,140,124,118,105,250704,609534,79657,15552
cameroon,Yaounde 3,Mar-23,75054,100,100,97,98,91,90,312994,761431,70058,26899
cameroon,Yaounde 3,Apr-23,75054,200,100,164,76,132,67,353897,875820,86415,75781
cameroon,Yaounde 3,May-23,75054,200,200,197,158,178,141,355820,834241,80476,88784
cameroon,Yaounde 3,Jun-23,75054,200,150,185,109,169,92,308369,756740,92236,10164
cameroon,Yaounde 3,Jul-23,75054,100,200,72,193,61,172,252855,521801,79977,53942
cameroon,Yaounde 3,Aug-23,75054,100,150,99,129,86,106,112365,228460,72300,18362
cameroon,Yaounde 3,Sep-23,75054,100,100,94,71,80,63,196746,490805,69888,6024
cameroon,Yaounde 3,Oct-23,75054,100,100,96,85,81,82,345409,725109,86363,53969
cameroon,Yaounde 3,Nov-23,75054,200,150,149,127,125,126,341138,829903,72781,17260
cameroon,Yaounde 3,Dec-23,75054,200,200,177,149,148,143,461003,938692,75552,11423
cameroon,Yaounde 3,Jan-24,77017,100,100,87,89,82,87,378315,795052,113771,48935
cameroon,Yaounde 3,Feb-24,77017,150,200,127,145,125,133,232856,573002,92400,30383
cameroon,Yaounde 3,Mar-24,77017,150,150,123,147,104,119,122388,282689,106966,13284
cameroon,Yaounde 3,Apr-24,77017,200,200,183,173,177,163,283076,630428,91523,84189
cameroon,Yaounde 3,May-24,77017,150,100,129,79,105,78,137823,316625,93981,8651
cameroon,Yaounde 3,Jun-24,77017,100,150,78,116,72,107,397648,869241,117355,8619
cameroon,Yaounde 3,Jul-24,77017,150,200,109,153,89,132,173864,406345,113119,43365
cameroon,Yaounde 3,Aug-24,77017,150,200,119,187,103,173,274658,669001,87997,90677
cameroon,Yaounde 3,Sep-24,77017,200,200,173,199,161,195,139077,287783,92832,23426
cameroon,Yaounde 3,Oct-24,77017,200,150,197,143,185,132,274788,656077,93116,89507
cameroon,Yaounde 3,Nov-24,77017,100,200,75,163,64,148,301549,689613,94342,30182
cameroon,Yaounde 3,Dec-24,77017,150,100,150,92,126,82,433690,940801,89274,24312
cameroon,Yaounde 4,Jan-20,108511,150,100,137,83,112,68,454103,969806,124304,54960
cameroon,Yaounde 4,Feb-20,108511,200,200,177,169,157,145,278433,637389,117522,64344
cameroon,Yaounde 4,Mar-20,108511,100,100,81,99,71,80,474316,1026489,101797,69368
cameroon,Yaounde 4,Apr-20,108511,100,200,81,145,73,138,357603,805804,117229,42487
cameroon,Yaounde 4,May-20,108511,100,100,92,81,77,75,207700,458537,115219,23345
cameroon,Yaounde 4,Jun-20,108511,150,100,116,74,114,69,252535,620874,92380,27779
cameroon,Yaounde 4,Jul-20,108511,100,200,91,191,78,156,495804,1193986,125419,46401
cameroon,Yaounde 4,Aug-20,108511,150,150,136,135,135,127,131373,304327,114845,40753
cameroon,Yaounde 4,Sep-20,108511,200,150,169,115,156,94,136415,322520,103466,21489
cameroon,Yaounde 4,Oct-20,108511,150,100,140,75,120,72,177261,384557,130623,69810
cameroon,Yaounde 4,Nov-20,108511,100,200,94,163,80,134,130830,275381,134749,41403
cameroon,Yaounde 4,Dec-20,108511,200,200,178,181,159,155,472746,1088796,98299,13891
cameroon,Yaounde 4,Jan-21,115134,100,200,88,147,88,145,143074,297775,140186,65111
cameroon,Yaounde 4,Feb-21,115134,150,200,120,199,118,189,157891,392667,111050,74809
cameroon,Yaounde 4,Mar-21,115134,150,100,115,87,114,86,170156,347274,122841,18466
cameroon,Yaounde 4,Apr-21,115134,200,200,168,187,153,165,183678,392910,125927,69112
cameroon,Yaounde 4,May-21,115134,200,100,186,77,167,67,248639,585062,141514,9582
cameroon,Yaounde 4,Jun-21,115134,150,150,146,127,140,110,153777,383281,145485,46359
cameroon,Yaounde 4,Jul-21,115134,100,200,97,200,92,198,457280,1054290,108548,30636
cameroon,Yaounde 4,Aug-21,115134,150,200,149,163,136,149,321548,696094,107054,31460
cameroon,Yaounde 4,Sep-21,115134,200,100,176,77,148,66,173658,385605,140892,9227
cameroon,Yaounde 4,Oct-21,115134,200,200,191,190,186,160,434125,1009480,134684,62882
cameroon,Yaounde 4,Nov-21,115134,150,100,120,96,119,91,148147,369179,155590,63669
cameroon,Yaounde 4,Dec-21,115134,100,150,99,118,88,102,310603,658080,106961,31322
cameroon,Yaounde 4,Jan-22,118103,200,200,145,196,140,178,292672,592161,153703,10878
cameroon,Yaounde 4,Feb-22,118103,200,100,164,79,134,78,406458,821693,139863,26400
cameroon,Yaounde 4,Mar-22,118103,100,100,83,71,68,57,413908,999438,148696,59972
cameroon,Yaounde 4,Apr-22,118103,150,200,110,149,106,143,350395,701623,150014,41186
cameroon,Yaounde 4,May-22,118103,150,150,127,138,102,128,482941,1005997,139452,29771
cameroon,Yaounde 4,Jun-22,118103,200,150,177,127,169,124,354639,731195,132767,73504
cameroon,Yaounde 4,Jul-22,118103,200,100,193,72,167,70,451882,961981,135330,46167
cameroon,Yaounde 4,Aug-22,118103,200,200,151,185,144,183,416582,904280,126956,39762
cameroon,Yaounde 4,Sep-22,118103,150,150,123,144,103,129,353062,869324,157948,64186
cameroon,Yaounde 4,Oct-22,118103,150,100,140,98,127,86,110382,225359,112458,21617
cameroon,Yaounde 4,Nov-22,118103,150,150,119,136,97,121,262189,575923,133639,75854
cameroon,Yaounde 4,Dec-22,118103,100,100,89,85,76,77,311408,685701,138382,28469
cameroon,Yaounde 4,Jan-23,122839,150,150,148,146,144,120,477405,1041412,110285,43634
cameroon,Yaounde 4,Feb-23,122839,100,100,96,80,81,68,265351,580932,153131,69346
cameroon,Yaounde 4,Mar-23,122839,100,200,86,193,86,180,223535,524936,146988,16388
cameroon,Yaounde 4,Apr-23,122839,200,150,177,121,167,103,191335,408917,155943,11029
cameroon,Yaounde 4,May-23,122839,150,150,141,141,131,125,177394,428777,120386,10267
cameroon,Yaounde 4,Jun-23,122839,100,150,72,114,71,101,288977,632411,118967,65908
cameroon,Yaounde 4,Jul-23,122839,100,100,94,72,82,59,453342,922273,109109,49375
cameroon,Yaounde 4,Aug-23,122839,150,200,106,171,92,147,367246,865852,121499,42213
cameroon,Yaounde 4,Sep-23,122839,100,100,84,89,80,88,389290,868853,113313,64639
cameroon,Yaounde 4,Oct-23,122839,200,200,154,153,147,149,343192,692251,106571,63826
cameroon,Yaounde 4,Nov-23,122839,150,150,126,128,119,110,347245,788081,108383,24396
cameroon,Yaounde 4,Dec-23,122839,200,100,193,73,177,62,362148,798720,107724,15473
cameroon,Yaounde 4,Jan-24,129360,100,200,79,195,73,193,435014,990459,160891,13422
cameroon,Yaounde 4,Feb-24,129360,200,150,146,126,131,117,156767,355509,124412,62019
cameroon,Yaounde 4,Mar-24,129360,200,200,154,166,146,152,251205,625693,150589,8575
cameroon,Yaounde 4,Apr-24,129360,100,150,81,112,79,98,396516,802542,134837,27219
cameroon,Yaounde 4,May-24,129360,200,200,180,197,163,195,395710,978815,141321,39223
cameroon,Yaounde 4,Jun-24,129360,100,150,76,134,75,119,153865,341691,118518,26903
cameroon,Yaounde 4,Jul-24,129360,150,200,125,189,122,188,272213,665938,111819,27353
cameroon,Yaounde 4,Aug-24,129360,150,150,150,131,142,107,496856,1224672,140634,58397
cameroon,Yaounde 4,Sep-24,129360,100,100,91,88,77,78,130816,298373,157384,38418
cameroon,Yaounde 4,Oct-24,129360,150,150,121,113,100,90,193655,450495,149756,64322
cameroon,Yaounde 4,Nov-24,129360,150,200,124,190,105,159,411591,953803,151480,9706
cameroon,Yaounde 4,Dec-24,129360,200,100,161,99,133,91,139516,299594,160261,45986
cameroon,Yaounde 5,Jan-20,33711,150,150,111,149,89,125,453854,1010952,47394,58160
cameroon,Yaounde 5,Feb-20,33711,200,200,156,156,151,144,247566,558990,46892,85260
cameroon,Yaounde 5,Mar-20,33711,200,150,146,115,135,95,261946,643439,41611,11494
cameroon,Yaounde 5,Apr-20,33711,150,150,126,140,120,113,462244,937995,34940,61249
cameroon,Yaounde 5,May-20,33711,100,200,93,191,77,175,308153,669845,47900,24663
cameroon,Yaounde 5,Jun-20,33711,150,150,144,126,140,108,148918,329130,43945,30301
cameroon,Yaounde 5,Jul-20,33711,150,100,145,71,139,68,202500,491129,45531,94062
cameroon,Yaounde 5,Aug-20,33711,100,150,73,130,62,119,303423,695642,45477,94031
cameroon,Yaounde 5,Sep-20,33711,100,100,82,72,70,65,145536,340673,33964,38748
cameroon,Yaounde 5,Oct-20,33711,200,200,160,197,156,179,345791,693564,42244,46125
cameroon,Yaounde 5,Nov-20,33711,150,150,108,146,103,124,260425,642729,44506,6279
cameroon,Yaounde 5,Dec-20,33711,150,150,111,109,101,92,398070,833648,37333,24072
cameroon,Yaounde 5,Jan-21,35219,150,100,110,88,89,85,139138,344773,38036,64879
cameroon,Yaounde 5,Feb-21,35219,200,150,177,125,159,114,311885,724707,42212,4069
cameroon,Yaounde 5,Mar-21,35219,100,100,80,85,74,69,198679,487369,49064,80590
cameroon,Yaounde 5,Apr-21,35219,150,200,136,144,123,115,429984,1019581,49789,77006
cameroon,Yaounde 5,May-21,35219,150,200,126,155,119,146,328979,715204,49289,47055
cameroon,Yaounde 5,Jun-21,35219,100,150,84,133,79,114,446757,1003057,34744,45385
cameroon,Yaounde 5,Jul-21,35219,150,150,129,108,124,90,145011,342394,35816,33053
cameroon,Yaounde 5,Aug-21,35219,100,100,73,95,62,85,472223,1105883,48135,17321
cameroon,Yaounde 5,Sep-21,35219,200,150,162,125,159,104,134290,284224,37640,80705
cameroon,Yaounde 5,Oct-21,35219,150,200,134,153,130,128,442780,1072472,36578,53322
cameroon,Yaounde 5,Nov-21,35219,100,150,89,142,86,128,227162,561460,42267,28694
cameroon,Yaounde 5,Dec-21,35219,150,100,125,73,117,68,145730,293724,48924,34738
cameroon,Yaounde 5,Jan-22,36224,150,150,130,138,110,115,471216,1057100,42613,68913
cameroon,Yaounde 5,Feb-22,36224,200,100,173,73,172,60,252583,589276,37984,80931
cameroon,Yaounde 5,Mar-22,36224,200,200,149,165,134,135,381526,902908,50065,19768
cameroon,Yaounde 5,Apr-22,36224,200,150,189,133,181,114,302488,729502,41592,9068
cameroon,Yaounde 5,May-22,36224,150,100,137,74,130,68,213195,531087,36021,85022
cameroon,Yaounde 5,Jun-22,36224,200,100,154,72,139,60,406937,962899,34388,40776
cameroon,Yaounde 5,Jul-22,36224,200,200,145,191,133,178,169494,365033,45536,56090
cameroon,Yaounde 5,Aug-22,36224,200,200,193,187,158,176,206298,452589,49102,67293
cameroon,Yaounde 5,Sep-22,36224,150,150,113,117,98,102,264769,627493,44665,51791
cameroon,Yaounde 5,Oct-22,36224,150,100,148,99,129,88,292703,695454,37286,16396
cameroon,Yaounde 5,Nov-22,36224,150,100,111,81,109,79,437923,893613,38456,20967
cameroon,Yaounde 5,Dec-22,36224,200,150,162,125,139,108,456533,927441,35276,8175
cameroon,Yaounde 5,Jan-23,37460,100,150,81,149,67,131,374073,833334,47024,58285
cameroon,Yaounde 5,Feb-23,37460,100,100,99,77,83,76,229183,483291,49166,28181
cameroon,Yaounde 5,Mar-23,37460,100,150,80,114,78,100,241414,543661,50503,57563
cameroon,Yaounde 5,Apr-23,37460,100,150,97,133,91,129,229026,497059,41193,11270
cameroon,Yaounde 5,May-23,37460,150,100,147,77,128,68,108810,222529,42400,34383
cameroon,Yaounde 5,Jun-23,37460,200,100,157,91,150,83,128574,285098,53434,57211
cameroon,Yaounde 5,Jul-23,37460,200,100,177,92,161,91,324550,653466,44007,48880
cameroon,Yaounde 5,Aug-23,37460,150,150,148,110,147,106,400996,888776,52102,29979
cameroon,Yaounde 5,Sep-23,37460,100,150,72,133,59,113,297538,603159,41766,27527
cameroon,Yaounde 5,Oct-23,37460,150,150,120,122,108,106,281677,621065,39355,11047
cameroon,Yaounde 5,Nov-23,37460,200,150,165,144,158,135,141813,286143,45430,56446
cameroon,Yaounde 5,Dec-23,37460,200,100,192,96,174,85,384911,849782,39061,49922
cameroon,Yaounde 5,Jan-24,40303,100,200,75,172,74,162,118890,279894,37228,26013
cameroon,Yaounde 5,Feb-24,40303,200,100,195,83,182,72,298279,653204,52895,72021
cameroon,Yaounde 5,Mar-24,40303,100,200,90,161,74,138,402021,981720,50369,61296
cameroon,Yaounde 5,Apr-24,40303,150,200,110,164,105,153,307083,731006,42847,35043
cameroon,Yaounde 5,May-24,40303,100,200,99,173,83,169,147477,351880,45840,19352
cameroon,Yaounde 5,Jun-24,40303,100,150,94,146,92,132,477269,1060800,45071,55194
cameroon,Yaounde 5,Jul-24,40303,200,150,178,107,150,103,314052,753286,52965,69911
cameroon,Yaounde 5,Aug-24,40303,150,200,137,142,126,117,317485,773096,44392,20007
cameroon,Yaounde 5,Sep-24,40303,100,200,82,173,70,151,438368,1006496,42397,7630
cameroon,Yaounde 5,Oct-24,40303,200,150,143,141,132,125,367092,793034,46098,16516
cameroon,Yaounde 5,Nov-24,40303,150,150,118,106,104,101,296645,719009,36506,72228
cameroon,Yaounde 5,Dec-24,40303,200,100,149,79,139,75,107341,266886,41084,51681
