date,source,production_m3,service_hours,country,Country
13-03-20,kyoga,25711,22.96319444,Uganda,Uganda
14-03-20,kyoga,24483,22.74844879,Uganda,Uganda
17-03-20,kyoga,24574,22.89561121,Uganda,Uganda
18-03-20,kyoga,22224,23.58110681,Uganda,Uganda
19-03-20,kyoga,25494,23.97178465,Uganda,Uganda
20-03-20,kyoga,20597,20.44665228,Uganda,Uganda
22-03-20,kyoga,23286,20.5115107,Uganda,Uganda
23-03-20,kyoga,20526,21.70347723,Uganda,Uganda
24-03-20,kyoga,18974,21.79564298,Uganda,Uganda
25-03-20,kyoga,25935,20.98851979,Uganda,Uganda
26-03-20,kyoga,23188,23.9767522,Uganda,Uganda
29-03-20,kyoga,23110,20.10594731,Uganda,Uganda
01-04-20,kyoga,21951,23.72536969,Uganda,Uganda
02-04-20,kyoga,21053,11.65044759,Uganda,Uganda
03-04-20,kyoga,22399,23.60017794,Uganda,Uganda
05-04-20,kyoga,23786,20.44207332,Uganda,Uganda
07-04-20,kyoga,18126,21.98172223,Uganda,Uganda
11-04-20,kyoga,25533,21.87973122,Uganda,Uganda
13-04-20,kyoga,24518,21.77403193,Uganda,Uganda
17-04-20,kyoga,21503,23.6212391,Uganda,Uganda
18-04-20,kyoga,22884,20.52777753,Uganda,Uganda
19-04-20,kyoga,21336,20.64585168,Uganda,Uganda
24-04-20,kyoga,19486,20.71833627,Uganda,Uganda
25-04-20,kyoga,22533,22.88781475,Uganda,Uganda
28-04-20,kyoga,23008,21.29832087,Uganda,Uganda
04-05-20,kyoga,21446,23.6169023,Uganda,Uganda
05-05-20,kyoga,22037,23.99935554,Uganda,Uganda
09-05-20,kyoga,19715,19.91157472,Uganda,Uganda
15-05-20,kyoga,21347,22.92188747,Uganda,Uganda
16-05-20,kyoga,22495,23.77216296,Uganda,Uganda
19-05-20,kyoga,21606,22.59312398,Uganda,Uganda
20-05-20,kyoga,24261,20.14253353,Uganda,Uganda
21-05-20,kyoga,21618,23.56343865,Uganda,Uganda
24-05-20,kyoga,20052,20.20054957,Uganda,Uganda
25-05-20,kyoga,24001,22.94585955,Uganda,Uganda
26-05-20,kyoga,27088,22.18926514,Uganda,Uganda
29-05-20,kyoga,21652,23.47251136,Uganda,Uganda
02-06-20,kyoga,23812,22.22319652,Uganda,Uganda
04-06-20,kyoga,19960,20.54052931,Uganda,Uganda
06-06-20,kyoga,19108,21.50047171,Uganda,Uganda
09-06-20,kyoga,21629,21.81689341,Uganda,Uganda
10-06-20,kyoga,22575,23.83956413,Uganda,Uganda
11-06-20,kyoga,24179,20.80095473,Uganda,Uganda
13-06-20,kyoga,22718,21.67553933,Uganda,Uganda
14-06-20,kyoga,23802,23.88046194,Uganda,Uganda
15-06-20,kyoga,22193,23.24988573,Uganda,Uganda
17-06-20,kyoga,22809,20.26769248,Uganda,Uganda
18-06-20,kyoga,24404,21.96030752,Uganda,Uganda
19-06-20,kyoga,23142,23.26738284,Uganda,Uganda
20-06-20,kyoga,21630,21.1956651,Uganda,Uganda
21-06-20,kyoga,20050,20.86113419,Uganda,Uganda
22-06-20,kyoga,23961,22.13850074,Uganda,Uganda
25-06-20,kyoga,17933,20.65322434,Uganda,Uganda
28-06-20,kyoga,20515,22.86203015,Uganda,Uganda
01-07-20,kyoga,20434,22.33612361,Uganda,Uganda
03-07-20,kyoga,23323,21.535891,Uganda,Uganda
04-07-20,kyoga,20449,21.21185923,Uganda,Uganda
06-07-20,kyoga,25365,23.60204884,Uganda,Uganda
07-07-20,kyoga,22171,23.69044127,Uganda,Uganda
08-07-20,kyoga,23417,23.70479118,Uganda,Uganda
09-07-20,kyoga,19630,19.2902433,Uganda,Uganda
10-07-20,kyoga,20520,21.90631765,Uganda,Uganda
12-07-20,kyoga,22814,22.59215101,Uganda,Uganda
14-07-20,kyoga,22013,23.52639767,Uganda,Uganda
16-07-20,kyoga,23564,23.4933988,Uganda,Uganda
17-07-20,kyoga,17326,18.75488402,Uganda,Uganda
18-07-20,kyoga,23108,22.59582264,Uganda,Uganda
20-07-20,kyoga,23765,20.42109576,Uganda,Uganda
24-07-20,kyoga,21311,21.6569348,Uganda,Uganda
27-07-20,kyoga,22706,21.41924016,Uganda,Uganda
28-07-20,kyoga,17593,19.31536561,Uganda,Uganda
29-07-20,kyoga,20909,21.83405423,Uganda,Uganda
06-08-20,kyoga,22448,21.0368761,Uganda,Uganda
07-08-20,kyoga,24299,22.16082412,Uganda,Uganda
10-08-20,kyoga,23204,20.86407385,Uganda,Uganda
11-08-20,kyoga,22522,21.63099315,Uganda,Uganda
12-08-20,kyoga,21860,20.28467248,Uganda,Uganda
15-08-20,kyoga,22426,20.64023978,Uganda,Uganda
16-08-20,kyoga,22257,20.71725222,Uganda,Uganda
17-08-20,kyoga,22028,20.96522123,Uganda,Uganda
18-08-20,kyoga,23855,20.81040842,Uganda,Uganda
19-08-20,kyoga,21031,21.11769428,Uganda,Uganda
21-08-20,kyoga,25204,20.11915186,Uganda,Uganda
23-08-20,kyoga,23601,23.57197566,Uganda,Uganda
24-08-20,kyoga,19877,20.20987714,Uganda,Uganda
29-08-20,kyoga,26511,20.14594591,Uganda,Uganda
30-08-20,kyoga,21504,20.76559804,Uganda,Uganda
02-09-20,kyoga,25065,13.91600141,Uganda,Uganda
03-09-20,kyoga,22508,20.05646427,Uganda,Uganda
04-09-20,kyoga,21961,20.95301375,Uganda,Uganda
05-09-20,kyoga,23553,20.71678974,Uganda,Uganda
06-09-20,kyoga,23928,23.66761923,Uganda,Uganda
07-09-20,kyoga,20729,23.56285745,Uganda,Uganda
12-09-20,kyoga,22736,23.78816203,Uganda,Uganda
13-09-20,kyoga,21695,22.90042323,Uganda,Uganda
16-09-20,kyoga,26208,22.1520198,Uganda,Uganda
17-09-20,kyoga,22302,22.15163123,Uganda,Uganda
18-09-20,kyoga,22514,22.06294438,Uganda,Uganda
19-09-20,kyoga,23946,23.14686057,Uganda,Uganda
20-09-20,kyoga,19436,21.56306047,Uganda,Uganda
21-09-20,kyoga,23392,21.50908441,Uganda,Uganda
23-09-20,kyoga,24119,23.62883286,Uganda,Uganda
24-09-20,kyoga,23634,21.65359127,Uganda,Uganda
25-09-20,kyoga,22386,23.27453116,Uganda,Uganda
28-09-20,kyoga,24051,23.03612572,Uganda,Uganda
30-09-20,kyoga,22891,22.14037368,Uganda,Uganda
04-10-20,kyoga,24899,21.35569582,Uganda,Uganda
05-10-20,kyoga,22343,20.53154463,Uganda,Uganda
06-10-20,kyoga,21545,21.59179736,Uganda,Uganda
07-10-20,kyoga,25479,16.92155479,Uganda,Uganda
08-10-20,kyoga,27725,21.50126529,Uganda,Uganda
09-10-20,kyoga,21864,22.65541066,Uganda,Uganda
11-10-20,kyoga,24581,22.10321883,Uganda,Uganda
13-10-20,kyoga,23548,23.65697187,Uganda,Uganda
20-10-20,kyoga,21919,21.45180257,Uganda,Uganda
23-10-20,kyoga,20371,22.83240113,Uganda,Uganda
24-10-20,kyoga,21982,23.982527,Uganda,Uganda
26-10-20,kyoga,19582,18.59743677,Uganda,Uganda
28-10-20,kyoga,39317,22.22245291,Uganda,Uganda
29-10-20,kyoga,20494,19.62611171,Uganda,Uganda
02-11-20,kyoga,22406,23.27136639,Uganda,Uganda
03-11-20,kyoga,27298,20.78609889,Uganda,Uganda
04-11-20,kyoga,16123,10.43094159,Uganda,Uganda
05-11-20,kyoga,25328,20.21498234,Uganda,Uganda
08-11-20,kyoga,19794,22.41073795,Uganda,Uganda
12-11-20,kyoga,22750,21.79831436,Uganda,Uganda
14-11-20,kyoga,26340,21.11890168,Uganda,Uganda
16-11-20,kyoga,22883,21.56670105,Uganda,Uganda
17-11-20,kyoga,20027,21.13716764,Uganda,Uganda
18-11-20,kyoga,20625,22.44174826,Uganda,Uganda
19-11-20,kyoga,20901,21.62985872,Uganda,Uganda
20-11-20,kyoga,23688,22.90655416,Uganda,Uganda
21-11-20,kyoga,19512,19.22282962,Uganda,Uganda
26-11-20,kyoga,24546,22.82261784,Uganda,Uganda
29-11-20,kyoga,21342,23.45579359,Uganda,Uganda
30-11-20,kyoga,26868,20.25395872,Uganda,Uganda
06-12-20,kyoga,27768,22.03328973,Uganda,Uganda
11-12-20,kyoga,24084,20.04612087,Uganda,Uganda
13-12-20,kyoga,22398,23.11638115,Uganda,Uganda
14-12-20,kyoga,22870,20.08750298,Uganda,Uganda
18-12-20,kyoga,21343,20.26824285,Uganda,Uganda
19-12-20,kyoga,19972,21.08327555,Uganda,Uganda
23-12-20,kyoga,19843,20.80908029,Uganda,Uganda
24-12-20,kyoga,22521,20.39750414,Uganda,Uganda
29-12-20,kyoga,20444,21.75246738,Uganda,Uganda
31-12-20,kyoga,19757,19.93613811,Uganda,Uganda
01-01-21,kyoga,21957,23.83444603,Uganda,Uganda
03-01-21,kyoga,23905,11.59007828,Uganda,Uganda
05-01-21,kyoga,21911,21.82201093,Uganda,Uganda
06-01-21,kyoga,25884,23.32571864,Uganda,Uganda
10-01-21,kyoga,22023,20.84433556,Uganda,Uganda
15-01-21,kyoga,22660,23.38925456,Uganda,Uganda
16-01-21,kyoga,22365,13.29703316,Uganda,Uganda
17-01-21,kyoga,21122,20.39038927,Uganda,Uganda
18-01-21,kyoga,23347,22.8637945,Uganda,Uganda
20-01-21,kyoga,18650,17.88519177,Uganda,Uganda
22-01-21,kyoga,21748,23.7823033,Uganda,Uganda
24-01-21,kyoga,21880,23.90660044,Uganda,Uganda
25-01-21,kyoga,20911,21.69542365,Uganda,Uganda
26-01-21,kyoga,19302,21.21390131,Uganda,Uganda
31-01-21,kyoga,23251,23.17487478,Uganda,Uganda
03-02-21,kyoga,22370,23.34792686,Uganda,Uganda
07-02-21,kyoga,22606,18.19446089,Uganda,Uganda
08-02-21,kyoga,24833,23.99553442,Uganda,Uganda
10-02-21,kyoga,24480,18.57239827,Uganda,Uganda
12-02-21,kyoga,19897,21.17167355,Uganda,Uganda
13-02-21,kyoga,18630,17.43804099,Uganda,Uganda
20-02-21,kyoga,23572,20.22852556,Uganda,Uganda
21-02-21,kyoga,20534,23.91143333,Uganda,Uganda
22-02-21,kyoga,22209,18.12324829,Uganda,Uganda
25-02-21,kyoga,30717,20.91340567,Uganda,Uganda
27-02-21,kyoga,20896,23.34338486,Uganda,Uganda
28-02-21,kyoga,22929,21.39584661,Uganda,Uganda
01-03-21,kyoga,22489,20.1055419,Uganda,Uganda
03-03-21,kyoga,22416,22.05386157,Uganda,Uganda
07-03-21,kyoga,22393,15.2427405,Uganda,Uganda
08-03-21,kyoga,24179,21.23969378,Uganda,Uganda
11-03-21,kyoga,23890,23.04024438,Uganda,Uganda
13-03-21,kyoga,20887,21.20535804,Uganda,Uganda
17-03-21,kyoga,21841,21.12717637,Uganda,Uganda
20-03-21,kyoga,25791,21.46782695,Uganda,Uganda
21-03-21,kyoga,23027,22.64122903,Uganda,Uganda
23-03-21,kyoga,17908,18.71992317,Uganda,Uganda
29-03-21,kyoga,19976,19.07070483,Uganda,Uganda
31-03-21,kyoga,20671,21.12438871,Uganda,Uganda
01-04-21,kyoga,23876,21.47247211,Uganda,Uganda
07-04-21,kyoga,18091,19.79131398,Uganda,Uganda
12-04-21,kyoga,25051,22.28318703,Uganda,Uganda
17-04-21,kyoga,22232,20.94054099,Uganda,Uganda
18-04-21,kyoga,23595,20.38710998,Uganda,Uganda
21-04-21,kyoga,22073,20.07441653,Uganda,Uganda
22-04-21,kyoga,23787,21.40964139,Uganda,Uganda
24-04-21,kyoga,22881,22.42350169,Uganda,Uganda
28-04-21,kyoga,22483,23.04690016,Uganda,Uganda
29-04-21,kyoga,20747,20.00486438,Uganda,Uganda
30-04-21,kyoga,21128,22.17546841,Uganda,Uganda
01-05-21,kyoga,20246,21.69102645,Uganda,Uganda
02-05-21,kyoga,20380,20.54983663,Uganda,Uganda
03-05-21,kyoga,25350,23.22567634,Uganda,Uganda
05-05-21,kyoga,21519,21.23402853,Uganda,Uganda
07-05-21,kyoga,23885,23.96387569,Uganda,Uganda
09-05-21,kyoga,25147,21.96858951,Uganda,Uganda
14-05-21,kyoga,22851,22.04124214,Uganda,Uganda
16-05-21,kyoga,23856,23.7128323,Uganda,Uganda
21-05-21,kyoga,23167,20.83340668,Uganda,Uganda
22-05-21,kyoga,21328,22.19352656,Uganda,Uganda
26-05-21,kyoga,23917,21.23895985,Uganda,Uganda
28-05-21,kyoga,22511,23.53909949,Uganda,Uganda
29-05-21,kyoga,22221,20.59053408,Uganda,Uganda
30-05-21,kyoga,19952,20.03954507,Uganda,Uganda
01-06-21,kyoga,23408,22.92498999,Uganda,Uganda
03-06-21,kyoga,23820,23.76116191,Uganda,Uganda
04-06-21,kyoga,24644,20.69101049,Uganda,Uganda
05-06-21,kyoga,24737,22.17763368,Uganda,Uganda
06-06-21,kyoga,25963,21.3916151,Uganda,Uganda
11-06-21,kyoga,30303,21.05271603,Uganda,Uganda
12-06-21,kyoga,22546,20.5838262,Uganda,Uganda
13-06-21,kyoga,26230,22.39210756,Uganda,Uganda
16-06-21,kyoga,26386,20.79286958,Uganda,Uganda
18-06-21,kyoga,20937,23.61435091,Uganda,Uganda
19-06-21,kyoga,24322,21.88869551,Uganda,Uganda
20-06-21,kyoga,23025,13.93660694,Uganda,Uganda
21-06-21,kyoga,21433,21.35541287,Uganda,Uganda
23-06-21,kyoga,24787,20.72165667,Uganda,Uganda
24-06-21,kyoga,21507,20.54078357,Uganda,Uganda
25-06-21,kyoga,25872,21.37082515,Uganda,Uganda
27-06-21,kyoga,23383,23.43586873,Uganda,Uganda
29-06-21,kyoga,22952,15.68468862,Uganda,Uganda
30-06-21,kyoga,31968,21.5131285,Uganda,Uganda
01-07-21,kyoga,24951,20.16969555,Uganda,Uganda
08-07-21,kyoga,20983,22.78804624,Uganda,Uganda
10-07-21,kyoga,22636,20.95203399,Uganda,Uganda
18-07-21,kyoga,24014,21.6557463,Uganda,Uganda
19-07-21,kyoga,23216,21.44400257,Uganda,Uganda
21-07-21,kyoga,21013,21.21691836,Uganda,Uganda
25-07-21,kyoga,21339,21.1382277,Uganda,Uganda
27-07-21,kyoga,27637,22.29807169,Uganda,Uganda
28-07-21,kyoga,20046,22.9376918,Uganda,Uganda
31-07-21,kyoga,22604,23.72078014,Uganda,Uganda
01-08-21,kyoga,19012,20.57198457,Uganda,Uganda
02-08-21,kyoga,18494,22.17926037,Uganda,Uganda
07-08-21,kyoga,24626,21.75900429,Uganda,Uganda
09-08-21,kyoga,19885,20.19034277,Uganda,Uganda
10-08-21,kyoga,23925,21.791557,Uganda,Uganda
12-08-21,kyoga,21871,21.77124946,Uganda,Uganda
15-08-21,kyoga,23051,21.97418314,Uganda,Uganda
16-08-21,kyoga,33828,22.31120645,Uganda,Uganda
23-08-21,kyoga,19863,20.15081365,Uganda,Uganda
24-08-21,kyoga,25009,23.73913255,Uganda,Uganda
27-08-21,kyoga,20413,20.42344623,Uganda,Uganda
28-08-21,kyoga,24214,21.54038221,Uganda,Uganda
29-08-21,kyoga,26425,22.48709831,Uganda,Uganda
30-08-21,kyoga,21789,20.13478345,Uganda,Uganda
31-08-21,kyoga,20876,20.12412107,Uganda,Uganda
06-09-21,kyoga,24128,21.68595101,Uganda,Uganda
08-09-21,kyoga,18093,18.74276685,Uganda,Uganda
09-09-21,kyoga,26153,21.66508933,Uganda,Uganda
11-09-21,kyoga,22743,23.23800721,Uganda,Uganda
13-09-21,kyoga,23232,21.30375072,Uganda,Uganda
15-09-21,kyoga,21491,21.12569931,Uganda,Uganda
17-09-21,kyoga,21012,21.49942117,Uganda,Uganda
18-09-21,kyoga,24848,22.30012448,Uganda,Uganda
23-09-21,kyoga,24650,22.723598,Uganda,Uganda
24-09-21,kyoga,22673,21.54704004,Uganda,Uganda
25-09-21,kyoga,21508,23.20508836,Uganda,Uganda
26-09-21,kyoga,22519,23.5891751,Uganda,Uganda
29-09-21,kyoga,26005,21.86292142,Uganda,Uganda
30-09-21,kyoga,21499,20.01284707,Uganda,Uganda
01-10-21,kyoga,20698,20.82230794,Uganda,Uganda
02-10-21,kyoga,24147,23.60760711,Uganda,Uganda
03-10-21,kyoga,25132,22.43036552,Uganda,Uganda
07-10-21,kyoga,20573,22.69965792,Uganda,Uganda
08-10-21,kyoga,25737,23.57730526,Uganda,Uganda
10-10-21,kyoga,25037,22.37608383,Uganda,Uganda
13-10-21,kyoga,21119,20.38781203,Uganda,Uganda
14-10-21,kyoga,22843,20.40613254,Uganda,Uganda
17-10-21,kyoga,20310,22.27502038,Uganda,Uganda
18-10-21,kyoga,22632,21.30141916,Uganda,Uganda
24-10-21,kyoga,23142,23.83022838,Uganda,Uganda
26-10-21,kyoga,25101,22.68959778,Uganda,Uganda
28-10-21,kyoga,22432,21.96057042,Uganda,Uganda
31-10-21,kyoga,22745,21.34012507,Uganda,Uganda
01-11-21,kyoga,24088,21.24004813,Uganda,Uganda
04-11-21,kyoga,19018,19.06110821,Uganda,Uganda
07-11-21,kyoga,23163,23.29491229,Uganda,Uganda
08-11-21,kyoga,23383,20.75144152,Uganda,Uganda
09-11-21,kyoga,20013,23.46593218,Uganda,Uganda
10-11-21,kyoga,24603,20.42869934,Uganda,Uganda
12-11-21,kyoga,16616,19.35346351,Uganda,Uganda
15-11-21,kyoga,21804,23.48097326,Uganda,Uganda
16-11-21,kyoga,25159,21.06565997,Uganda,Uganda
17-11-21,kyoga,23710,20.33409922,Uganda,Uganda
18-11-21,kyoga,24716,21.04294818,Uganda,Uganda
20-11-21,kyoga,36624,20.52855321,Uganda,Uganda
23-11-21,kyoga,21869,21.89598358,Uganda,Uganda
26-11-21,kyoga,17288,19.73001092,Uganda,Uganda
27-11-21,kyoga,24015,22.21417553,Uganda,Uganda
29-11-21,kyoga,23502,23.42318537,Uganda,Uganda
30-11-21,kyoga,21348,23.75887272,Uganda,Uganda
03-12-21,kyoga,25730,20.85483746,Uganda,Uganda
04-12-21,kyoga,20945,23.56597797,Uganda,Uganda
05-12-21,kyoga,18793,17.50916661,Uganda,Uganda
07-12-21,kyoga,21293,23.28257406,Uganda,Uganda
09-12-21,kyoga,22897,22.38331397,Uganda,Uganda
11-12-21,kyoga,23695,12.07431393,Uganda,Uganda
13-12-21,kyoga,16148,21.81433032,Uganda,Uganda
15-12-21,kyoga,23065,20.57422444,Uganda,Uganda
20-12-21,kyoga,22481,20.41346276,Uganda,Uganda
22-12-21,kyoga,22750,22.68356221,Uganda,Uganda
23-12-21,kyoga,19518,21.90158806,Uganda,Uganda
25-12-21,kyoga,19470,21.57329713,Uganda,Uganda
30-12-21,kyoga,23178,22.304225,Uganda,Uganda
01-01-22,kyoga,21418,20.49882265,Uganda,Uganda
02-01-22,kyoga,20820,21.81188035,Uganda,Uganda
03-01-22,kyoga,20644,23.44810443,Uganda,Uganda
05-01-22,kyoga,20011,23.31069319,Uganda,Uganda
06-01-22,kyoga,21359,20.92542022,Uganda,Uganda
08-01-22,kyoga,20709,22.09974702,Uganda,Uganda
10-01-22,kyoga,19367,20.92906504,Uganda,Uganda
12-01-22,kyoga,22319,22.0984584,Uganda,Uganda
13-01-22,kyoga,21358,20.90682104,Uganda,Uganda
15-01-22,kyoga,20829,22.54180758,Uganda,Uganda
16-01-22,kyoga,21924,22.69967892,Uganda,Uganda
19-01-22,kyoga,22040,21.44997896,Uganda,Uganda
20-01-22,kyoga,20871,23.31210267,Uganda,Uganda
23-01-22,kyoga,19877,18.84357946,Uganda,Uganda
24-01-22,kyoga,20228,22.0693864,Uganda,Uganda
26-01-22,kyoga,20080,21.939917,Uganda,Uganda
27-01-22,kyoga,23838,21.00803533,Uganda,Uganda
28-01-22,kyoga,24071,23.56149996,Uganda,Uganda
29-01-22,kyoga,22483,21.46624116,Uganda,Uganda
01-02-22,kyoga,27475,23.67530703,Uganda,Uganda
03-02-22,kyoga,23504,22.80501637,Uganda,Uganda
08-02-22,kyoga,25782,20.90395994,Uganda,Uganda
12-02-22,kyoga,23002,23.17673848,Uganda,Uganda
13-02-22,kyoga,20432,22.97425401,Uganda,Uganda
15-02-22,kyoga,22254,23.51914949,Uganda,Uganda
17-02-22,kyoga,21816,22.95143692,Uganda,Uganda
18-02-22,kyoga,24700,21.23032053,Uganda,Uganda
19-02-22,kyoga,24655,20.32979059,Uganda,Uganda
20-02-22,kyoga,20774,21.50553107,Uganda,Uganda
21-02-22,kyoga,22673,22.45683433,Uganda,Uganda
22-02-22,kyoga,21244,20.95295656,Uganda,Uganda
23-02-22,kyoga,19689,19.51616116,Uganda,Uganda
25-02-22,kyoga,23252,21.09271891,Uganda,Uganda
04-03-22,kyoga,19197,21.9087448,Uganda,Uganda
10-03-22,kyoga,23604,22.25085824,Uganda,Uganda
11-03-22,kyoga,22387,22.07476367,Uganda,Uganda
14-03-22,kyoga,22014,23.27460238,Uganda,Uganda
15-03-22,kyoga,30878,22.09468373,Uganda,Uganda
18-03-22,kyoga,24177,21.12015435,Uganda,Uganda
22-03-22,kyoga,22352,21.33441454,Uganda,Uganda
23-03-22,kyoga,22157,22.71551568,Uganda,Uganda
25-03-22,kyoga,21080,21.39687135,Uganda,Uganda
26-03-22,kyoga,22232,20.90117342,Uganda,Uganda
28-03-22,kyoga,21338,21.30428139,Uganda,Uganda
31-03-22,kyoga,21899,22.1436302,Uganda,Uganda
01-04-22,kyoga,24590,21.32233579,Uganda,Uganda
02-04-22,kyoga,21356,22.14943896,Uganda,Uganda
03-04-22,kyoga,25189,22.72011399,Uganda,Uganda
04-04-22,kyoga,25600,22.81782242,Uganda,Uganda
05-04-22,kyoga,23205,20.15553159,Uganda,Uganda
09-04-22,kyoga,21442,20.49971161,Uganda,Uganda
11-04-22,kyoga,20269,23.60804461,Uganda,Uganda
12-04-22,kyoga,20104,23.02452428,Uganda,Uganda
13-04-22,kyoga,24736,20.29951123,Uganda,Uganda
14-04-22,kyoga,21973,23.65489415,Uganda,Uganda
17-04-22,kyoga,26077,14.52021656,Uganda,Uganda
19-04-22,kyoga,21305,21.41011772,Uganda,Uganda
21-04-22,kyoga,23665,20.99301529,Uganda,Uganda
27-04-22,kyoga,23445,21.59137678,Uganda,Uganda
28-04-22,kyoga,24040,23.10736258,Uganda,Uganda
30-04-22,kyoga,21765,21.21236274,Uganda,Uganda
01-05-22,kyoga,22211,21.5883625,Uganda,Uganda
02-05-22,kyoga,21502,20.35147547,Uganda,Uganda
03-05-22,kyoga,23445,21.19318496,Uganda,Uganda
04-05-22,kyoga,23757,20.54908752,Uganda,Uganda
05-05-22,kyoga,24452,23.2386332,Uganda,Uganda
06-05-22,kyoga,28081,22.01954552,Uganda,Uganda
08-05-22,kyoga,23757,23.35169341,Uganda,Uganda
09-05-22,kyoga,23616,22.10611172,Uganda,Uganda
13-05-22,kyoga,23402,22.8516236,Uganda,Uganda
14-05-22,kyoga,23607,22.03301801,Uganda,Uganda
15-05-22,kyoga,18222,19.41908739,Uganda,Uganda
16-05-22,kyoga,22247,20.15172399,Uganda,Uganda
18-05-22,kyoga,21951,21.22119879,Uganda,Uganda
21-05-22,kyoga,21562,21.48033628,Uganda,Uganda
22-05-22,kyoga,28632,23.71798669,Uganda,Uganda
24-05-22,kyoga,23270,22.57567412,Uganda,Uganda
25-05-22,kyoga,21664,23.98158776,Uganda,Uganda
29-05-22,kyoga,24898,22.42207992,Uganda,Uganda
03-06-22,kyoga,23872,21.16968931,Uganda,Uganda
10-06-22,kyoga,20326,21.65659162,Uganda,Uganda
12-06-22,kyoga,28972,20.4544628,Uganda,Uganda
13-06-22,kyoga,21503,15.69121527,Uganda,Uganda
14-06-22,kyoga,21354,23.44848468,Uganda,Uganda
18-06-22,kyoga,21198,20.10001083,Uganda,Uganda
20-06-22,kyoga,21159,22.53797511,Uganda,Uganda
21-06-22,kyoga,22574,22.85506494,Uganda,Uganda
24-06-22,kyoga,19216,21.12697772,Uganda,Uganda
26-06-22,kyoga,25833,20.56549235,Uganda,Uganda
28-06-22,kyoga,25494,20.50721852,Uganda,Uganda
29-06-22,kyoga,23357,22.96710469,Uganda,Uganda
02-07-22,kyoga,18555,7.121631361,Uganda,Uganda
04-07-22,kyoga,26597,23.49769901,Uganda,Uganda
05-07-22,kyoga,24159,22.34127114,Uganda,Uganda
06-07-22,kyoga,18281,20.96476394,Uganda,Uganda
13-07-22,kyoga,20539,20.62965106,Uganda,Uganda
15-07-22,kyoga,25082,22.28336704,Uganda,Uganda
16-07-22,kyoga,24356,20.81626473,Uganda,Uganda
18-07-22,kyoga,18833,19.79830831,Uganda,Uganda
19-07-22,kyoga,19257,18.0810378,Uganda,Uganda
20-07-22,kyoga,23067,22.0560642,Uganda,Uganda
21-07-22,kyoga,22816,23.25601578,Uganda,Uganda
28-07-22,kyoga,22070,23.33796453,Uganda,Uganda
29-07-22,kyoga,23400,21.78395469,Uganda,Uganda
30-07-22,kyoga,23059,22.94706685,Uganda,Uganda
31-07-22,kyoga,22132,21.41497799,Uganda,Uganda
06-08-22,kyoga,25638,23.37902707,Uganda,Uganda
07-08-22,kyoga,22229,21.63026321,Uganda,Uganda
09-08-22,kyoga,21807,23.60288291,Uganda,Uganda
10-08-22,kyoga,24713,21.39803072,Uganda,Uganda
