country,zone,date,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
Uganda,Central,Feb-24,119519,200,200,171,158,148,139,359844,788735,94201,42066
Uganda,Central,Mar-24,119519,150,150,142,144,117,132,409335,821929,100162,84443
Uganda,Central,Apr-24,119519,200,100,177,75,159,74,112204,237263,96009,21731
Uganda,Central,May-24,119519,100,200,98,185,80,179,155576,331786,124183,44901
Uganda,Central,Jun-24,119519,100,200,99,172,80,139,177725,399159,109731,74621
Uganda,Central,Jul-24,119519,100,150,92,109,91,106,174780,436036,132022,62157
Uganda,Central,Aug-24,119519,150,200,136,144,116,134,392356,950787,125333,25857
Uganda,Central,Sep-24,119519,100,200,90,173,84,169,488821,1039302,127908,72121
Uganda,Central,Oct-24,119519,150,150,116,139,108,136,454863,991845,108832,58360
Uganda,Central,Nov-24,119519,200,100,177,95,153,83,438467,889822,100012,29379
Uganda,Central,Dec-24,119519,150,150,122,144,111,134,127326,279851,96326,54226
Uganda,Kawempe,Jan-20,190135,200,150,153,136,132,126,138097,292558,225104,83838
Uganda,Kawempe,Feb-20,190135,100,200,71,161,60,133,477392,1167424,246943,27832
Uganda,Kawempe,Mar-20,190135,150,150,124,144,112,119,430788,1026013,236923,6103
Uganda,Kawempe,Apr-20,190135,200,150,174,148,159,133,190653,420989,202039,86344
Uganda,Kawempe,May-20,190135,100,200,73,199,70,191,367744,865268,259955,26840
Uganda,Kawempe,Jun-20,190135,200,200,153,150,137,143,259421,602711,195482,55919
Uganda,Kawempe,Jul-20,190135,200,150,184,136,172,121,429773,982930,245787,9857
Uganda,Kawempe,Aug-20,190135,100,200,89,140,78,133,471249,1053210,216201,50895
Uganda,Kawempe,Sep-20,190135,150,100,108,83,105,77,438677,945657,217846,42973
Uganda,Kawempe,Oct-20,190135,200,150,151,110,147,109,289847,674294,226481,35475
Uganda,Kawempe,Nov-20,190135,200,200,190,151,177,140,273077,562530,264755,28443
Uganda,Kawempe,Dec-20,190135,100,150,84,139,73,138,459182,985999,194943,20165
Uganda,Kawempe,Jan-21,194595,200,150,162,125,148,107,236275,509980,231329,92612
Uganda,Kawempe,Feb-21,194595,200,100,193,77,165,66,118461,241469,234384,19024
Uganda,Kawempe,Mar-21,194595,100,100,97,82,90,66,367672,752439,237133,33471
Uganda,Kawempe,Apr-21,194595,100,150,72,137,71,114,453709,1099431,211220,34794
Uganda,Kawempe,May-21,194595,150,150,114,150,98,139,464587,959648,235879,47523
Uganda,Kawempe,Jun-21,194595,200,200,165,170,135,154,326190,703417,213583,52875
Uganda,Kawempe,Jul-21,194595,200,200,198,159,196,146,405730,844174,222568,31552
Uganda,Kawempe,Aug-21,194595,150,150,144,115,120,108,280283,638237,305988,8069
Uganda,Kawempe,Sep-21,194595,100,200,100,197,88,179,353710,713407,285890,6902
Uganda,Kawempe,Oct-21,194595,200,150,195,148,160,121,249389,544420,299234,78337
Uganda,Kawempe,Nov-21,194595,200,100,143,86,123,69,335980,704411,249609,22018
Uganda,Kawempe,Dec-21,194595,200,100,174,99,143,89,176434,387729,235334,48698
Uganda,Kawempe,Jan-22,202756,100,150,80,150,77,130,129886,312527,160670,17822
Uganda,Kawempe,Feb-22,202756,100,100,87,75,86,66,455195,969706,211009,53140
Uganda,Kawempe,Mar-22,202756,150,150,115,113,109,96,381206,796801,207112,73224
Uganda,Kawempe,Apr-22,202756,150,100,116,98,102,95,100437,230298,162309,63990
Uganda,Kawempe,May-22,202756,200,200,193,149,177,125,248106,501041,204013,46886
Uganda,Kawempe,Jun-22,202756,200,100,148,73,126,59,338642,766529,210502,25777
Uganda,Kawempe,Jul-22,202756,200,200,164,165,148,160,189743,452614,181542,69777
Uganda,Kawempe,Aug-22,202756,100,100,91,94,91,84,237563,583348,170445,28538
Uganda,Kawempe,Sep-22,202756,150,100,115,96,101,87,229681,548337,168519,63490
Uganda,Kawempe,Oct-22,202756,150,150,109,137,94,123,261377,532979,157052,16731
Uganda,Kawempe,Nov-22,202756,100,200,75,184,67,155,407363,826230,202027,75620
Uganda,Kawempe,Dec-22,202756,100,150,74,136,68,120,102772,215774,163058,50631
Uganda,Kawempe,Jan-23,206628,100,150,86,127,86,120,101898,221519,160005,65271
Uganda,Kawempe,Feb-23,206628,200,150,181,145,166,135,457340,994785,188796,14484
Uganda,Kawempe,Mar-23,206628,200,200,193,149,163,148,118228,268352,232080,93422
Uganda,Kawempe,Apr-23,206628,200,200,172,163,146,145,223690,448473,203889,63212
Uganda,Kawempe,May-23,206628,100,150,74,142,62,142,365719,852033,226889,24431
Uganda,Kawempe,Jun-23,206628,200,150,174,135,148,114,382752,841583,195027,17695
Uganda,Kawempe,Jul-23,206628,150,200,123,143,121,120,293631,655247,160692,8800
Uganda,Kawempe,Aug-23,206628,150,150,145,106,134,89,456297,1062414,215965,53804
Uganda,Kawempe,Sep-23,206628,200,150,185,106,158,104,203035,502602,196168,80060
Uganda,Kawempe,Oct-23,206628,100,100,78,95,72,80,407084,939156,196883,23061
Uganda,Kawempe,Nov-23,206628,100,200,95,179,91,156,180142,376039,188714,89313
Uganda,Kawempe,Dec-23,206628,150,100,134,76,131,69,161532,385337,199846,29992
Uganda,Kawempe,Jan-24,218822,150,150,129,131,129,126,143243,296806,241023,79904
Uganda,Kawempe,Feb-24,218822,200,200,196,190,165,158,444272,982091,226093,21500
Uganda,Kawempe,Mar-24,218822,150,100,113,98,106,89,127015,294542,254902,66698
Uganda,Kawempe,Apr-24,218822,150,100,132,84,113,81,212372,433530,214861,35791
Uganda,Kawempe,May-24,218822,200,150,158,118,127,95,190527,383554,270294,36866
Uganda,Kawempe,Jun-24,218822,150,100,118,73,110,60,314271,690529,290005,13730
Uganda,Kawempe,Jul-24,218822,150,100,107,74,107,72,174287,410143,259002,46466
Uganda,Kawempe,Aug-24,218822,150,200,140,183,136,157,422366,875819,275527,62841
Uganda,Kawempe,Sep-24,218822,150,150,144,112,118,94,192334,446793,269957,78064
Uganda,Kawempe,Oct-24,218822,150,150,112,137,111,117,130450,294243,262986,78957
Uganda,Kawempe,Nov-24,218822,100,150,75,127,66,103,252287,577948,290147,40623
Uganda,Kawempe,Dec-24,218822,200,150,167,143,159,134,315070,776330,249120,17951
Uganda,Nakawa,Jan-20,22944,150,150,122,137,121,124,203908,499741,21671,42338
Uganda,Nakawa,Feb-20,22944,200,150,170,131,166,126,162761,348452,20103,79562
Uganda,Nakawa,Mar-20,22944,100,200,72,156,68,154,151639,332172,17830,29956
Uganda,Nakawa,Apr-20,22944,150,150,126,138,124,131,395223,799438,23143,47808
Uganda,Nakawa,May-20,22944,200,200,151,175,149,161,233666,471101,20149,35290
Uganda,Nakawa,Jun-20,22944,150,100,150,77,134,70,146070,309825,20919,41413
Uganda,Nakawa,Jul-20,22944,100,200,89,172,86,146,278902,631842,24538,23713
Uganda,Nakawa,Aug-20,22944,100,100,96,82,94,81,231307,472308,24643,41840
Uganda,Nakawa,Sep-20,22944,150,150,132,144,122,135,140416,305494,19203,41024
Uganda,Nakawa,Oct-20,22944,150,100,147,78,132,77,343484,801543,19900,57547
Uganda,Nakawa,Nov-20,22944,150,100,121,73,111,66,286351,689878,23657,41960
Uganda,Nakawa,Dec-20,22944,200,150,156,137,141,128,162889,351292,23632,66791
Uganda,Nakawa,Jan-21,23980,200,100,166,86,146,86,139720,298040,27965,46507
Uganda,Nakawa,Feb-21,23980,200,100,167,94,148,92,399021,922820,23372,77681
Uganda,Nakawa,Mar-21,23980,200,100,185,94,149,83,440330,1058499,33985,11056
Uganda,Nakawa,Apr-21,23980,200,100,188,98,180,88,476841,962236,27652,5876
Uganda,Nakawa,May-21,23980,100,100,72,86,67,71,300420,679761,26017,59515
Uganda,Nakawa,Jun-21,23980,100,150,93,106,83,105,387266,907261,24019,60501
Uganda,Nakawa,Jul-21,23980,100,150,80,113,76,108,333233,761539,28379,53579
Uganda,Nakawa,Aug-21,23980,200,100,169,89,158,85,383915,781877,33578,55593
Uganda,Nakawa,Sep-21,23980,100,200,87,174,81,153,136680,304044,24444,8670
Uganda,Nakawa,Oct-21,23980,200,150,142,131,141,122,321555,779673,30136,12449
Uganda,Nakawa,Nov-21,23980,150,150,108,111,87,95,478612,1143636,33344,40516
Uganda,Nakawa,Dec-21,23980,200,200,177,141,154,115,330241,667436,25177,16906
Uganda,Nakawa,Jan-22,24423,100,150,91,149,85,123,310631,693569,27671,64356
Uganda,Nakawa,Feb-22,24423,200,100,155,85,139,82,188717,388944,30261,22179
Uganda,Nakawa,Mar-22,24423,150,100,144,99,122,90,346329,698163,31068,16715
Uganda,Nakawa,Apr-22,24423,150,100,127,76,106,73,263993,580309,25477,38981
Uganda,Nakawa,May-22,24423,150,100,143,88,136,86,343659,843704,23347,51691
Uganda,Nakawa,Jun-22,24423,200,150,192,115,187,114,197677,461822,31006,70003
Uganda,Nakawa,Jul-22,24423,200,200,157,179,139,164,478138,1046176,31411,32145
Uganda,Nakawa,Aug-22,24423,150,150,113,122,91,115,119795,247568,24305,5852
Uganda,Nakawa,Sep-22,24423,150,150,112,107,104,102,453120,983275,23789,53663
Uganda,Nakawa,Oct-22,24423,200,150,163,112,143,105,468411,987551,28176,88001
Uganda,Nakawa,Nov-22,24423,150,150,135,123,134,113,105694,219945,30309,48974
Uganda,Nakawa,Dec-22,24423,150,150,140,126,136,122,372230,865761,31708,37316
Uganda,Nakawa,Jan-23,24884,150,200,150,186,147,170,236254,527974,20383,49624
Uganda,Nakawa,Feb-23,24884,100,150,78,131,66,118,300363,619584,24044,82780
Uganda,Nakawa,Mar-23,24884,150,100,126,85,101,77,399148,803787,21981,42865
Uganda,Nakawa,Apr-23,24884,150,100,107,79,103,73,367438,810132,24958,44928
Uganda,Nakawa,May-23,24884,150,100,123,75,114,66,347693,789922,22137,21645
Uganda,Nakawa,Jun-23,24884,200,150,165,134,156,125,496543,1113338,19088,47481
Uganda,Nakawa,Jul-23,24884,100,100,88,77,74,66,276201,622723,20995,60477
Uganda,Nakawa,Aug-23,24884,200,100,191,71,173,66,342949,726123,22470,6036
Uganda,Nakawa,Sep-23,24884,200,200,177,154,144,127,311731,723963,26098,59141
Uganda,Nakawa,Oct-23,24884,100,100,94,79,85,76,259835,554879,22872,76465
Uganda,Nakawa,Nov-23,24884,100,200,76,145,74,119,111254,236595,25320,52159
Uganda,Nakawa,Dec-23,24884,150,200,118,151,117,140,255934,559836,24325,33406
Uganda,Nakawa,Jan-24,26405,100,150,85,126,84,114,493653,1142489,32159,8610
Uganda,Nakawa,Feb-24,26405,200,200,151,177,138,142,203544,464782,38406,87606
Uganda,Nakawa,Mar-24,26405,200,150,157,124,157,110,417941,1018334,29253,4236
Uganda,Nakawa,Apr-24,26405,100,200,78,151,75,128,297498,711832,36036,58012
Uganda,Nakawa,May-24,26405,150,200,109,189,101,161,194678,392907,33632,16665
Uganda,Nakawa,Jun-24,26405,100,100,76,72,74,69,132292,265438,39356,40994
Uganda,Nakawa,Jul-24,26405,100,200,81,194,68,188,238751,556903,29880,11004
Uganda,Nakawa,Aug-24,26405,200,100,164,89,153,89,397055,862934,34095,16422
Uganda,Nakawa,Sep-24,26405,100,100,94,76,85,63,375264,797877,32835,38729
Uganda,Nakawa,Oct-24,26405,200,100,153,74,143,73,260194,592288,35226,50405
Uganda,Nakawa,Nov-24,26405,200,150,148,117,129,117,416434,1022176,27606,79830
Uganda,Nakawa,Dec-24,26405,100,200,89,156,74,142,249750,561902,32136,38837
Uganda,Rubaga,Jan-20,141678,200,150,181,132,163,127,426112,983153,139126,55814
Uganda,Rubaga,Feb-20,141678,100,150,95,140,83,136,178410,373618,170757,4225
Uganda,Rubaga,Mar-20,141678,150,200,147,148,138,120,212849,500535,172550,9066
Uganda,Rubaga,Apr-20,141678,200,150,199,147,176,127,493249,1136778,138596,52829
Uganda,Rubaga,May-20,141678,200,200,197,180,187,156,420769,1014431,173572,9371
Uganda,Rubaga,Jun-20,141678,100,200,89,155,88,151,231739,506295,139933,27791
Uganda,Rubaga,Jul-20,141678,150,150,138,107,112,91,106951,263968,192401,39427
Uganda,Rubaga,Aug-20,141678,100,150,82,144,79,126,477310,1057195,131212,40260
Uganda,Rubaga,Sep-20,141678,150,100,125,77,117,63,382131,779710,133917,38240
Uganda,Rubaga,Oct-20,141678,200,100,172,73,162,72,169822,343464,132495,14741
Uganda,Rubaga,Nov-20,141678,200,100,153,84,144,78,119419,271037,149238,71801
Uganda,Rubaga,Dec-20,141678,150,100,144,75,143,68,360027,793386,184382,62456
Uganda,Rubaga,Jan-21,146125,100,200,78,144,73,121,434234,1075708,148185,10742
Uganda,Rubaga,Feb-21,146125,200,100,155,89,139,82,328140,784367,187932,37289
Uganda,Rubaga,Mar-21,146125,100,150,82,131,73,118,368585,764446,182745,27889
Uganda,Rubaga,Apr-21,146125,200,150,156,146,135,138,297752,702450,132694,16081
Uganda,Rubaga,May-21,146125,200,150,200,115,177,109,116599,239118,155978,55665
Uganda,Rubaga,Jun-21,146125,100,100,87,73,85,72,150727,353725,191965,65786
Uganda,Rubaga,Jul-21,146125,200,100,143,93,115,90,221602,512690,173750,39757
Uganda,Rubaga,Aug-21,146125,100,100,72,91,62,89,187190,464956,130604,80441
Uganda,Rubaga,Sep-21,146125,200,200,147,153,130,127,469934,1135026,139323,50966
Uganda,Rubaga,Oct-21,146125,150,150,136,112,120,111,361422,781495,190713,25162
Uganda,Rubaga,Nov-21,146125,150,200,146,178,127,159,202279,426137,150396,59263
Uganda,Rubaga,Dec-21,146125,200,100,162,84,159,84,241682,531224,171099,37705
Uganda,Rubaga,Jan-22,150451,150,200,130,180,118,163,372189,861816,171050,25927
Uganda,Rubaga,Feb-22,150451,200,150,173,145,169,134,385910,777216,178592,45501
Uganda,Rubaga,Mar-22,150451,100,100,85,99,69,91,490027,1126897,186775,10407
Uganda,Rubaga,Apr-22,150451,150,150,150,133,120,127,164235,336115,192219,17131
Uganda,Rubaga,May-22,150451,100,200,96,145,82,118,375833,914311,172837,94603
Uganda,Rubaga,Jun-22,150451,100,100,86,82,80,66,132058,286978,141743,33709
Uganda,Rubaga,Jul-22,150451,100,200,87,198,85,172,400893,982793,166223,55145
Uganda,Rubaga,Aug-22,150451,150,100,122,93,98,80,421685,1007293,177319,30927
Uganda,Rubaga,Sep-22,150451,200,100,189,77,174,71,347503,852566,179045,29041
Uganda,Rubaga,Oct-22,150451,200,100,195,90,183,76,200880,466002,155067,12551
Uganda,Rubaga,Nov-22,150451,200,100,179,73,157,66,481199,1163346,176389,20458
Uganda,Rubaga,Dec-22,150451,200,150,180,115,153,96,326939,749867,165277,18601
Uganda,Rubaga,Jan-23,151973,200,200,157,167,153,150,333820,757675,150560,46404
Uganda,Rubaga,Feb-23,151973,200,200,183,145,149,137,467664,1052292,154394,46059
Uganda,Rubaga,Mar-23,151973,150,100,115,77,96,64,210472,496855,158947,66375
Uganda,Rubaga,Apr-23,151973,200,150,148,121,126,100,421835,907628,188918,46734
Uganda,Rubaga,May-23,151973,150,150,138,109,116,94,188591,434461,187208,59329
Uganda,Rubaga,Jun-23,151973,100,100,83,89,77,72,400920,857690,153168,62249
Uganda,Rubaga,Jul-23,151973,150,200,135,142,128,124,318616,684262,182576,74044
Uganda,Rubaga,Aug-23,151973,100,200,99,184,91,183,318100,663961,138699,28892
Uganda,Rubaga,Sep-23,151973,200,200,154,165,143,142,277457,603322,138267,49697
Uganda,Rubaga,Oct-23,151973,100,200,99,174,99,156,457506,1122859,146574,24284
Uganda,Rubaga,Nov-23,151973,100,200,100,179,86,144,201059,477873,137844,40656
Uganda,Rubaga,Dec-23,151973,200,150,151,134,139,127,272443,561722,180220,73817
Uganda,Rubaga,Jan-24,159734,200,100,191,85,190,71,370333,865612,132131,47328
Uganda,Rubaga,Feb-24,159734,200,100,146,79,117,66,155891,339528,152341,36387
Uganda,Rubaga,Mar-24,159734,200,100,167,81,137,79,158037,345699,162680,32550
Uganda,Rubaga,Apr-24,159734,100,150,85,113,74,102,178561,387104,132730,40290
Uganda,Rubaga,May-24,159734,100,200,96,178,84,160,159214,335774,172781,57024
Uganda,Rubaga,Jun-24,159734,200,200,188,154,166,136,395522,806467,153873,53678
Uganda,Rubaga,Jul-24,159734,150,200,136,159,119,139,436975,928700,170127,32548
Uganda,Rubaga,Aug-24,159734,150,150,128,142,120,127,300592,719877,174707,15039
Uganda,Rubaga,Sep-24,159734,150,200,120,155,116,139,310425,748914,138080,32430
Uganda,Rubaga,Oct-24,159734,150,200,112,142,95,138,372495,893745,178613,23658
Uganda,Rubaga,Nov-24,159734,200,200,187,154,184,149,319087,767206,146843,33351
Uganda,Rubaga,Dec-24,159734,150,150,112,131,97,110,499029,1208852,141141,55325
