customer_id,date,consumption_m3,billed,paid,country
2,01-10-24,166.9928247,46646.85946,46646.85946,Lesotho
2,01-11-24,70.01986848,20000,14936.91233,Lesotho
2,01-12-24,135.9634968,45397.31325,45397.31325,Lesotho
3,01-01-20,174.8632638,50637.99915,25611.37932,Lesotho
3,01-02-20,55.51937163,20000,20000,Lesotho
3,01-03-20,148.0935619,30661.35334,30661.35334,Lesotho
3,01-04-20,34.98281289,20000,20000,Lesotho
3,01-05-20,100.3752073,27552.02189,27552.02189,Lesotho
3,01-06-20,31.33921304,20000,11728.93269,Lesotho
3,01-07-20,64.6961115,20000,20000,Lesotho
3,01-08-20,143.8842567,34072.74516,34072.74516,Lesotho
3,01-09-20,84.38561467,20601.17696,20601.17696,Lesotho
3,01-10-20,54.23688411,20000,20000,Lesotho
3,01-11-20,51.25147089,20000,20000,Lesotho
3,01-12-20,39.87368169,20000,20000,Lesotho
3,01-01-21,44.06322143,20000,20000,Lesotho
3,01-02-21,96.90329276,20432.51512,17706.6843,Lesotho
3,01-03-21,32.70868677,20000,20000,Lesotho
3,01-04-21,69.53448307,20000,20000,Lesotho
3,01-05-21,50.58587521,20000,20000,Lesotho
3,01-06-21,75.21550193,20000,20000,Lesotho
3,01-07-21,34.55148801,20000,20000,Lesotho
3,01-08-21,192.253602,48117.41938,48117.41938,Lesotho
3,01-09-21,21.8263182,20000,20000,Lesotho
3,01-10-21,169.3210566,49013.0116,46359.48978,Lesotho
3,01-11-21,97.08230439,22024.04945,22024.04945,Lesotho
3,01-12-21,117.0446153,39464.979,33306.63516,Lesotho
3,01-01-22,82.12001361,25612.06109,25612.06109,Lesotho
3,01-02-22,151.620054,35116.25845,24477.5182,Lesotho
3,01-03-22,30.39967209,20000,16471.28529,Lesotho
3,01-04-22,66.03124956,22386.89462,13550.56469,Lesotho
3,01-05-22,58.8283874,20000,20000,Lesotho
3,01-06-22,70.80140277,20000,20000,Lesotho
3,01-07-22,78.25825806,24625.51654,24625.51654,Lesotho
3,01-08-22,140.561213,34421.38811,34421.38811,Lesotho
3,01-09-22,454.5239831,101632.2891,101632.2891,Lesotho
3,01-10-22,102.2545023,25478.46741,25478.46741,Lesotho
3,01-11-22,159.0022996,32608.76724,29812.29146,Lesotho
3,01-12-22,100.4226369,34335.84348,34335.84348,Lesotho
3,01-01-23,144.6844455,29092.10747,29092.10747,Lesotho
3,01-02-23,57.64442183,20000,20000,Lesotho
3,01-03-23,28.48542678,20000,20000,Lesotho
3,01-04-23,23.02591444,20000,20000,Lesotho
3,01-05-23,66.94158008,20000,20000,Lesotho
3,01-06-23,164.394499,35969.58342,35969.58342,Lesotho
3,01-07-23,121.5719292,28186.09566,28186.09566,Lesotho
3,01-08-23,163.533983,52157.1416,52157.1416,Lesotho
3,01-09-23,66.67685942,20919.193,20919.193,Lesotho
3,01-10-23,80.20094679,26696.58312,26696.58312,Lesotho
3,01-11-23,303.1377008,77823.22862,77823.22862,Lesotho
3,01-12-23,44.49743135,20000,20000,Lesotho
3,01-01-24,129.6868291,29322.02382,29322.02382,Lesotho
3,01-02-24,73.84345232,20000,20000,Lesotho
3,01-03-24,54.04040892,20000,20000,Lesotho
3,01-04-24,84.04605782,20000,13613.16749,Lesotho
3,01-05-24,101.652256,34639.83759,34639.83759,Lesotho
3,01-06-24,100.5483103,20861.6259,20861.6259,Lesotho
3,01-07-24,195.4649943,63495.28813,63495.28813,Lesotho
3,01-08-24,70.60505585,20000,20000,Lesotho
3,01-09-24,47.04259632,20000,20000,Lesotho
3,01-10-24,45.98385527,20000,20000,Lesotho
3,01-11-24,64.22394537,20000,20000,Lesotho
3,01-12-24,104.8178811,23627.03917,18641.86864,Lesotho
4,01-01-20,113.93161,32439.45073,32439.45073,Lesotho
4,01-02-20,61.90649544,20000,20000,Lesotho
4,01-03-20,103.8078094,35998.52907,35998.52907,Lesotho
4,01-04-20,117.5796109,29977.15953,24661.64192,Lesotho
4,01-05-20,78.8800103,25642.98639,18753.11158,Lesotho
4,01-06-20,43.46773857,20000,20000,Lesotho
4,01-07-20,94.55468112,23623.80887,23623.80887,Lesotho
4,01-08-20,80.26142824,26401.04105,26401.04105,Lesotho
4,01-09-20,100.2406098,29132.51021,29132.51021,Lesotho
4,01-10-20,76.87931475,24341.0835,24341.0835,Lesotho
4,01-11-20,22.10964229,20000,20000,Lesotho
4,01-12-20,36.50818979,20000,20000,Lesotho
4,01-01-21,123.056471,30795.5165,30795.5165,Lesotho
4,01-02-21,191.8789282,60805.29002,60805.29002,Lesotho
4,01-03-21,116.8122632,38738.94725,38738.94725,Lesotho
4,01-04-21,74.37604973,21436.73006,21436.73006,Lesotho
4,01-05-21,91.44671348,28174.46671,28174.46671,Lesotho
4,01-06-21,468.3901047,122840.4485,122840.4485,Lesotho
4,01-07-21,92.47299133,22912.02458,22912.02458,Lesotho
4,01-08-21,265.1636576,61493.85748,36292.6767,Lesotho
4,01-09-21,262.0868536,58524.09,58524.09,Lesotho
4,01-10-21,81.45269997,20000,20000,Lesotho
4,01-11-21,35.35755674,20000,20000,Lesotho
4,01-12-21,91.15524856,20139.71529,12260.16965,Lesotho
4,01-01-22,120.7512498,38662.79174,38662.79174,Lesotho
4,01-02-22,102.6618054,32385.77417,32385.77417,Lesotho
4,01-03-22,99.2617393,29739.18039,29739.18039,Lesotho
4,01-04-22,93.71504069,32792.93883,32792.93883,Lesotho
4,01-05-22,43.26995238,20000,20000,Lesotho
4,01-06-22,173.6011886,35843.09235,35843.09235,Lesotho
4,01-07-22,184.8395648,59310.14563,59310.14563,Lesotho
4,01-08-22,125.8698206,26444.27973,26444.27973,Lesotho
4,01-09-22,350.4689332,92516.96226,73512.88,Lesotho
4,01-10-22,71.47053122,21435.18932,21435.18932,Lesotho
4,01-11-22,71.704609,20000,20000,Lesotho
4,01-12-22,124.723596,28132.80021,22278.20276,Lesotho
4,01-01-23,256.9904394,69895.32746,62947.67247,Lesotho
4,01-02-23,46.90742661,20000,20000,Lesotho
4,01-03-23,54.15748707,20000,10491.76477,Lesotho
4,01-04-23,241.325766,71639.25493,50064.46296,Lesotho
4,01-05-23,62.26594933,20000,15577.90659,Lesotho
4,01-06-23,103.5419679,25458.95585,25458.95585,Lesotho
4,01-07-23,174.691938,48523.75535,48523.75535,Lesotho
4,01-08-23,50.87813317,20000,18365.03265,Lesotho
4,01-09-23,59.17274541,20000,20000,Lesotho
4,01-10-23,98.39765666,28465.93117,28465.93117,Lesotho
4,01-11-23,54.55934566,20000,20000,Lesotho
4,01-12-23,345.1393503,110963.2233,110963.2233,Lesotho
4,01-01-24,52.76414229,20000,20000,Lesotho
4,01-02-24,119.5764733,35600.80368,35600.80368,Lesotho
4,01-03-24,24.67814637,20000,20000,Lesotho
4,01-04-24,77.31875023,23979.3092,23979.3092,Lesotho
4,01-05-24,292.6304572,62837.79811,40248.06207,Lesotho
4,01-06-24,70.72314653,23635.43635,23635.43635,Lesotho
4,01-07-24,44.22294244,20000,20000,Lesotho
4,01-08-24,178.0993965,43744.09384,43744.09384,Lesotho
4,01-09-24,96.88536977,22655.26302,22655.26302,Lesotho
4,01-10-24,84.2438864,26730.13441,26730.13441,Lesotho
4,01-11-24,69.86253239,20000,20000,Lesotho
4,01-12-24,160.6644656,36750.11273,36750.11273,Lesotho
5,01-01-20,126.8242246,42023.36678,42023.36678,Lesotho
5,01-02-20,93.56724066,21626.31647,21626.31647,Lesotho
5,01-03-20,79.71574437,20350.89997,20350.89997,Lesotho
5,01-04-20,80.64221749,22522.05876,22522.05876,Lesotho
5,01-05-20,117.1840552,37106.64041,28668.96711,Lesotho
5,01-06-20,93.10004734,25732.44565,25732.44565,Lesotho
5,01-07-20,29.41190021,20000,20000,Lesotho
5,01-08-20,49.09452346,20000,20000,Lesotho
5,01-09-20,131.9614134,44289.6818,44289.6818,Lesotho
5,01-10-20,23.26115871,20000,20000,Lesotho
5,01-11-20,94.11665498,23375.38638,23375.38638,Lesotho
5,01-12-20,95.66561491,27220.46815,27220.46815,Lesotho
5,01-01-21,159.805975,49960.38524,49960.38524,Lesotho
5,01-02-21,70.73024859,22490.90342,13849.61379,Lesotho
5,01-03-21,97.66052542,29873.10773,18362.74247,Lesotho
5,01-04-21,161.6285762,35552.57889,26617.8476,Lesotho
5,01-05-21,65.24909951,20000,20000,Lesotho
5,01-06-21,75.00676418,23563.27106,23563.27106,Lesotho
5,01-07-21,64.12310411,20000,20000,Lesotho
5,01-08-21,57.38398381,20000,20000,Lesotho
5,01-09-21,59.54099324,20000,20000,Lesotho
5,01-10-21,126.6097944,37680.72277,37680.72277,Lesotho
5,01-11-21,109.9181495,34488.68428,34488.68428,Lesotho
5,01-12-21,131.2760129,27948.12385,27948.12385,Lesotho
5,01-01-22,92.79641833,23830.19666,23830.19666,Lesotho
5,01-02-22,87.10242415,21914.65758,21914.65758,Lesotho
5,01-03-22,129.0694294,34292.07308,34292.07308,Lesotho
5,01-04-22,71.32197385,20814.67558,20814.67558,Lesotho
5,01-05-22,76.15171066,20861.52893,20861.52893,Lesotho
5,01-06-22,151.4096037,45059.80974,45059.80974,Lesotho
5,01-07-22,78.07490603,20000,20000,Lesotho
5,01-08-22,24.95054329,20000,20000,Lesotho
5,01-09-22,59.26167212,20000,20000,Lesotho
5,01-10-22,61.49185863,20106.06543,20106.06543,Lesotho
5,01-11-22,54.96227688,20000,10329.70311,Lesotho
5,01-12-22,92.76175214,24967.8571,16495.81594,Lesotho
5,01-01-23,256.5149106,72707.05539,72707.05539,Lesotho
5,01-02-23,51.33934202,20000,20000,Lesotho
5,01-03-23,113.2390683,22822.68025,22822.68025,Lesotho
5,01-04-23,93.42932416,29168.62521,19912.74337,Lesotho
5,01-05-23,66.47365175,20000,13660.06618,Lesotho
5,01-06-23,21.92178955,20000,20000,Lesotho
5,01-07-23,118.2194657,26376.97903,26376.97903,Lesotho
5,01-08-23,80.52555631,20078.04526,20078.04526,Lesotho
5,01-09-23,57.20237985,20000,20000,Lesotho
5,01-10-23,91.93002371,20898.20102,20898.20102,Lesotho
5,01-11-23,106.5281561,24906.88468,16159.81744,Lesotho
5,01-12-23,257.1347292,73982.42026,51863.02188,Lesotho
5,01-01-24,37.82161712,20000,20000,Lesotho
5,01-02-24,107.9917911,33686.42051,33686.42051,Lesotho
5,01-03-24,100.0910994,24024.50867,16977.98292,Lesotho
5,01-04-24,101.7164752,20609.42197,20609.42197,Lesotho
5,01-05-24,85.83349227,28792.97721,21172.5735,Lesotho
5,01-06-24,160.1308808,46793.6349,36094.35416,Lesotho
5,01-07-24,89.399765,20000,20000,Lesotho
5,01-08-24,35.25789908,20000,20000,Lesotho
5,01-09-24,156.2485508,33483.74193,33483.74193,Lesotho
5,01-10-24,32.49662331,20000,20000,Lesotho
5,01-11-24,340.8420582,69061.11393,69061.11393,Lesotho
5,01-12-24,425.1467346,135813.8565,135813.8565,Lesotho
6,01-01-20,84.19387306,27730.10329,27730.10329,Lesotho
6,01-02-20,162.1878965,38026.34987,38026.34987,Lesotho
6,01-03-20,92.68340434,20549.87499,20549.87499,Lesotho
6,01-04-20,166.8917807,56468.19819,56468.19819,Lesotho
6,01-05-20,65.18906359,20450.60955,20450.60955,Lesotho
6,01-06-20,78.75749248,20000,20000,Lesotho
6,01-07-20,60.72942162,20000,20000,Lesotho
6,01-08-20,76.8403486,20000,20000,Lesotho
6,01-09-20,25.7334335,20000,20000,Lesotho
6,01-10-20,160.8100977,48640.60156,48640.60156,Lesotho
6,01-11-20,49.23746574,20000,20000,Lesotho
6,01-12-20,64.20123067,20000,20000,Lesotho
6,01-01-21,148.7034371,37617.98957,37617.98957,Lesotho
6,01-02-21,65.29348318,20000,20000,Lesotho
6,01-03-21,104.6416191,29214.12113,29214.12113,Lesotho
6,01-04-21,92.36871913,20288.15279,20288.15279,Lesotho
6,01-05-21,28.71008446,20000,18183.45721,Lesotho
6,01-06-21,99.09427212,24727.09153,21857.40873,Lesotho
6,01-07-21,258.6005465,59106.98506,59106.98506,Lesotho
6,01-08-21,52.98404623,20000,12904.81647,Lesotho
6,01-09-21,106.0910233,32761.55171,32761.55171,Lesotho
6,01-10-21,145.9121804,37368.89606,27770.4567,Lesotho
6,01-11-21,35.53602235,20000,20000,Lesotho
6,01-12-21,170.7426035,36415.6155,36415.6155,Lesotho
6,01-01-22,97.59291164,31610.91139,31610.91139,Lesotho
6,01-02-22,48.79106411,20000,20000,Lesotho
6,01-03-22,38.69955549,20000,20000,Lesotho
6,01-04-22,100.3243883,34510.34557,34510.34557,Lesotho
6,01-05-22,79.51917477,21731.39183,11340.18356,Lesotho
6,01-06-22,123.1784177,36037.22024,22344.79049,Lesotho
6,01-07-22,114.2218975,23729.9058,23729.9058,Lesotho
6,01-08-22,242.2010617,61559.47449,50090.99781,Lesotho
6,01-09-22,76.20949844,20000,20000,Lesotho
6,01-10-22,45.7488604,20000,20000,Lesotho
6,01-11-22,64.92258483,20000,10676.16891,Lesotho
6,01-12-22,51.60702349,20000,20000,Lesotho
6,01-01-23,67.90146821,22179.82625,22179.82625,Lesotho
6,01-02-23,69.06504511,20728.7385,20728.7385,Lesotho
6,01-03-23,67.69599273,20870.43139,20870.43139,Lesotho
6,01-04-23,67.47434057,20000,20000,Lesotho
6,01-05-23,95.22004436,25297.27039,19806.91134,Lesotho
6,01-06-23,80.71717769,20000,20000,Lesotho
6,01-07-23,49.52510036,20000,20000,Lesotho
6,01-08-23,42.56403439,20000,20000,Lesotho
6,01-09-23,85.13013077,20000,20000,Lesotho
6,01-10-23,91.80538023,26800.09158,26800.09158,Lesotho
6,01-11-23,55.64091364,20000,20000,Lesotho
6,01-12-23,31.65074719,20000,20000,Lesotho
6,01-01-24,126.4252169,26768.31908,26768.31908,Lesotho
6,01-02-24,44.11121171,20000,20000,Lesotho
6,01-03-24,80.64494243,24776.41437,17702.38949,Lesotho
6,01-04-24,24.11147218,20000,10093.63863,Lesotho
6,01-05-24,42.91837213,20000,20000,Lesotho
6,01-06-24,83.03842259,20000,20000,Lesotho
6,01-07-24,47.61259812,20000,14018.53403,Lesotho
6,01-08-24,51.50303304,20000,20000,Lesotho
6,01-09-24,86.31967515,20367.30106,20367.30106,Lesotho
6,01-10-24,42.14561969,20000,18451.48748,Lesotho
6,01-11-24,40.33726087,20000,20000,Lesotho
6,01-12-24,68.16552284,23060.87142,23060.87142,Lesotho
7,01-01-20,196.6692169,63933.63938,63933.63938,Lesotho
7,01-02-20,176.9534461,39923.43529,39923.43529,Lesotho
7,01-03-20,82.55011176,27690.53295,27690.53295,Lesotho
7,01-04-20,38.90162575,20000,20000,Lesotho
7,01-05-20,168.4193687,51626.74658,51626.74658,Lesotho
7,01-06-20,92.91664835,28221.86352,28221.86352,Lesotho
7,01-07-20,215.8744718,66855.44829,66855.44829,Lesotho
7,01-08-20,109.9849382,30333.01295,30333.01295,Lesotho
7,01-09-20,87.09062599,26179.62763,26179.62763,Lesotho
7,01-10-20,52.1235171,20000,20000,Lesotho
7,01-11-20,21.89704883,20000,14868.97584,Lesotho
7,01-12-20,36.51295506,20000,20000,Lesotho
7,01-01-21,153.966655,47183.40617,29826.36,Lesotho
7,01-02-21,25.02098517,20000,20000,Lesotho
7,01-03-21,87.06882007,20260.88673,20260.88673,Lesotho
7,01-04-21,136.3002709,30493.08919,24423.9909,Lesotho
7,01-05-21,77.77431117,26025.11642,26025.11642,Lesotho
7,01-06-21,45.10724185,20000,20000,Lesotho
7,01-07-21,29.09697195,20000,20000,Lesotho
7,01-08-21,24.94519274,20000,18425.88236,Lesotho
7,01-09-21,37.66028144,20000,20000,Lesotho
7,01-10-21,71.66768211,23293.59351,23293.59351,Lesotho
7,01-11-21,121.3303918,39725.12272,33184.06304,Lesotho
7,01-12-21,31.36046417,20000,20000,Lesotho
7,01-01-22,53.8641672,20000,20000,Lesotho
7,01-02-22,73.92456086,20000,20000,Lesotho
7,01-03-22,30.34912338,20000,20000,Lesotho
7,01-04-22,35.51306365,20000,20000,Lesotho
7,01-05-22,113.0320825,23238.60071,23238.60071,Lesotho
7,01-06-22,41.05942947,20000,16301.79941,Lesotho
7,01-07-22,203.0567993,68240.54454,68240.54454,Lesotho
7,01-08-22,46.80040255,20000,20000,Lesotho
7,01-09-22,122.2475909,33380.26041,33380.26041,Lesotho
7,01-10-22,65.93043004,20000,20000,Lesotho
7,01-11-22,84.700237,29279.38545,29279.38545,Lesotho
7,01-12-22,133.1811495,34217.32012,34217.32012,Lesotho
7,01-01-23,139.6692285,30272.05972,30272.05972,Lesotho
7,01-02-23,104.1124209,30028.50765,30028.50765,Lesotho
7,01-03-23,60.56405381,20000,20000,Lesotho
7,01-04-23,52.55172718,20000,14279.72778,Lesotho
7,01-05-23,59.95050695,20000,20000,Lesotho
7,01-06-23,200.1086819,58803.64903,44321.04698,Lesotho
7,01-07-23,56.13770823,20000,20000,Lesotho
7,01-08-23,31.10443141,20000,20000,Lesotho
7,01-09-23,204.8198935,56638.3502,56638.3502,Lesotho
7,01-10-23,150.6366643,41822.05543,41822.05543,Lesotho
7,01-11-23,273.4228729,73981.86587,73981.86587,Lesotho
7,01-12-23,46.51398458,20000,18345.6027,Lesotho
7,01-01-24,32.69291103,20000,20000,Lesotho
7,01-02-24,131.0021418,38317.02358,38317.02358,Lesotho
7,01-03-24,152.3787737,38797.31712,38797.31712,Lesotho
7,01-04-24,51.25222454,20000,20000,Lesotho
7,01-05-24,34.38602063,20000,20000,Lesotho
7,01-06-24,91.6175105,20817.42334,20817.42334,Lesotho
7,01-07-24,46.48029421,20000,20000,Lesotho
7,01-08-24,86.08301813,28394.45368,28394.45368,Lesotho
7,01-09-24,311.6733689,78852.08306,78852.08306,Lesotho
7,01-10-24,59.72393921,20000,20000,Lesotho
7,01-11-24,92.32531691,24519.13877,24519.13877,Lesotho
7,01-12-24,95.03234253,25995.65965,25995.65965,Lesotho
8,01-01-20,64.14424367,20000,12015.64809,Lesotho
8,01-02-20,97.37416746,23494.94562,23494.94562,Lesotho
8,01-03-20,44.96826531,20000,20000,Lesotho
8,01-04-20,138.2791267,31798.88889,31798.88889,Lesotho
8,01-05-20,169.9023776,49064.73512,49064.73512,Lesotho
8,01-06-20,109.6157261,30556.49891,30556.49891,Lesotho
8,01-07-20,185.7216711,42514.65124,42514.65124,Lesotho
8,01-08-20,58.76143651,20000,20000,Lesotho
8,01-09-20,89.79280059,28088.75508,22785.06851,Lesotho
8,01-10-20,34.62049803,20000,20000,Lesotho
8,01-11-20,175.6227289,44430.22928,44430.22928,Lesotho
8,01-12-20,94.29926177,20567.1049,20567.1049,Lesotho
8,01-01-21,66.5672629,20000,20000,Lesotho
8,01-02-21,30.36378255,20000,20000,Lesotho
8,01-03-21,102.4958174,31868.95139,31868.95139,Lesotho
8,01-04-21,117.2082009,32715.42255,32715.42255,Lesotho
8,01-05-21,48.38175147,20000,20000,Lesotho
8,01-06-21,82.30157065,23148.345,23148.345,Lesotho
8,01-07-21,18.35799989,20000,17513.30096,Lesotho
8,01-08-21,113.5919578,35382.76254,35382.76254,Lesotho
8,01-09-21,17.51633592,20000,11380.46056,Lesotho
8,01-10-21,81.0189468,21137.22213,21137.22213,Lesotho
8,01-11-21,59.19098691,20000,10150.76383,Lesotho
8,01-12-21,157.1648747,36624.64247,36624.64247,Lesotho
8,01-01-22,135.9373399,35140.78698,35140.78698,Lesotho
8,01-02-22,64.32465012,20000,20000,Lesotho
8,01-03-22,126.6176468,32941.57076,32941.57076,Lesotho
8,01-04-22,235.2155301,73292.1101,48931.84852,Lesotho
8,01-05-22,49.35407252,20000,20000,Lesotho
8,01-06-22,212.7583925,42869.66263,42869.66263,Lesotho
8,01-07-22,35.7867066,20000,20000,Lesotho
8,01-08-22,42.68607426,20000,20000,Lesotho
8,01-09-22,131.5153773,32217.44684,32217.44684,Lesotho
8,01-10-22,27.84844962,20000,20000,Lesotho
8,01-11-22,263.0424107,69120.33875,69120.33875,Lesotho
8,01-12-22,92.90596511,27367.84856,27367.84856,Lesotho
8,01-01-23,55.30791135,20000,20000,Lesotho
8,01-02-23,94.47187444,25544.70872,25544.70872,Lesotho
8,01-03-23,109.153147,23151.10645,19843.70371,Lesotho
8,01-04-23,98.30870033,31083.78401,21807.23161,Lesotho
8,01-05-23,112.2863581,37775.44206,37775.44206,Lesotho
8,01-06-23,85.8163398,29033.06323,29033.06323,Lesotho
8,01-07-23,120.3346385,26964.90677,23524.46235,Lesotho
8,01-08-23,205.3207343,58288.2647,58288.2647,Lesotho
8,01-09-23,159.8681407,45875.86355,41119.16636,Lesotho
8,01-10-23,34.09227418,20000,20000,Lesotho
8,01-11-23,110.4882218,22116.64465,22116.64465,Lesotho
8,01-12-23,127.8234925,27815.01795,16612.75509,Lesotho
8,01-01-24,190.6071189,64637.08606,64637.08606,Lesotho
