country,zone,date,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
malawi,Capital Hill,Aug-24,122297,4169,99,34,9,43725,32602,21869,135145,25255,99513,50761
malawi,Capital Hill,Sep-24,122297,4169,102,32,7,50875,33404,18488,349287,30261,7285,4022
malawi,Capital Hill,Oct-24,122297,4169,99,35,9,36495,25618,17959,328257,26729,23604,13624
malawi,Capital Hill,Nov-24,122297,4169,99,32,7,72298,36516,20408,181549,42345,50215,28380
malawi,Capital Hill,Dec-24,122297,4169,100,34,8,80943,55577,30525,295733,26587,37883,25605
malawi,Kanengo,Jan-20,8795,310,57,23,9,26635,17215,13749,258259,2251,3060,1915
malawi,Kanengo,Feb-20,8795,310,55,22,10,22807,18154,11063,226970,2221,43600,24186
malawi,Kanengo,Mar-20,8795,310,58,22,6,38773,29717,16528,125648,1855,66788,33993
malawi,Kanengo,Apr-20,8795,310,57,23,6,69293,54116,30187,194553,1536,25738,15379
malawi,Kanengo,May-20,8795,310,58,20,8,75055,52965,31882,365448,1540,32973,18054
malawi,Kanengo,Jun-20,8795,310,59,23,10,86515,60401,34452,117684,2513,64800,36741
malawi,Kanengo,Jul-20,8795,310,60,22,7,41026,20669,13316,373690,1917,25939,14702
malawi,Kanengo,Aug-20,8795,310,55,21,6,17141,12131,7826,208272,1773,6173,3687
malawi,Kanengo,Sep-20,8795,310,56,21,10,83821,42194,31135,466348,1675,41871,22987
malawi,Kanengo,Oct-20,8795,310,56,20,9,37708,24951,17153,452837,2007,38213,21369
malawi,Kanengo,Nov-20,8795,310,58,21,8,21740,17111,13501,475097,1393,88578,58996
malawi,Kanengo,Dec-20,8795,310,55,20,8,53648,35642,19988,387777,2771,59276,29789
malawi,Kanengo,Jan-21,9270,264,77,27,7,66869,52605,36285,157745,2932,83708,46321
malawi,Kanengo,Feb-21,9270,264,72,25,5,51130,34648,18989,351843,1471,116307,79098
malawi,Kanengo,Mar-21,9270,264,75,27,4,87484,51659,26353,165415,1981,105722,59835
malawi,Kanengo,Apr-21,9270,264,74,26,6,31201,24309,14658,297782,2449,112835,60068
malawi,Kanengo,May-21,9270,264,76,28,5,33986,22897,11614,344194,2844,113049,78491
malawi,Kanengo,Jun-21,9270,264,77,28,3,15400,10635,7901,112849,2335,18150,9815
malawi,Kanengo,Jul-21,9270,264,76,27,6,70223,43658,27828,338130,3216,11515,6530
malawi,Kanengo,Aug-21,9270,264,73,28,4,43353,31918,23115,435830,2691,72022,46853
malawi,Kanengo,Sep-21,9270,264,75,28,6,76358,54729,39556,210777,2795,100080,55698
malawi,Kanengo,Oct-21,9270,264,75,25,5,83644,58554,33270,284612,3063,103041,66740
malawi,Kanengo,Nov-21,9270,264,72,26,6,40846,30577,19700,265893,2167,20084,13733
malawi,Kanengo,Dec-21,9270,264,72,25,7,63089,46599,35268,294519,2506,28037,17371
malawi,Kanengo,Jan-22,9611,240,73,27,13,61750,33847,19519,448843,3236,72317,46794
malawi,Kanengo,Feb-22,9611,240,72,26,10,42922,32906,19641,291166,2307,18890,12434
malawi,Kanengo,Mar-22,9611,240,72,26,10,53043,38186,22940,277604,1749,89158,51342
malawi,Kanengo,Apr-22,9611,240,74,26,12,39873,27083,14523,101737,1663,116176,59351
malawi,Kanengo,May-22,9611,240,73,27,10,26448,15303,9285,370311,2876,12218,6993
malawi,Kanengo,Jun-22,9611,240,72,28,12,34061,24311,17801,236484,2904,99353,55403
malawi,Kanengo,Jul-22,9611,240,76,28,10,40198,29995,15997,390421,2088,32615,19177
malawi,Kanengo,Aug-22,9611,240,76,27,14,91725,58094,31692,425414,1895,16923,11373
malawi,Kanengo,Sep-22,9611,240,72,27,11,92085,57819,38785,405557,3083,55148,33838
malawi,Kanengo,Oct-22,9611,240,73,26,12,57505,33227,17398,371968,1858,91387,53464
malawi,Kanengo,Nov-22,9611,240,76,28,14,91839,61544,32366,327510,2954,96581,59374
malawi,Kanengo,Dec-22,9611,240,72,25,12,42199,26106,19901,272466,2288,21646,11743
malawi,Kanengo,Jan-23,9693,421,96,31,10,65826,33398,17678,318661,3089,24660,13113
malawi,Kanengo,Feb-23,9693,421,96,33,8,72789,57274,44950,435502,1491,15722,9761
malawi,Kanengo,Mar-23,9693,421,95,32,8,75108,47474,26407,195153,2222,59152,40742
malawi,Kanengo,Apr-23,9693,421,92,30,9,55141,30577,17860,286081,2590,8853,5566
malawi,Kanengo,May-23,9693,421,92,31,11,32971,22679,18115,299395,2919,51274,28820
malawi,Kanengo,Jun-23,9693,421,94,33,8,82188,41230,27777,422063,1836,74388,50623
malawi,Kanengo,Jul-23,9693,421,93,33,7,72330,42051,33267,325805,1512,99718,65247
malawi,Kanengo,Aug-23,9693,421,92,31,11,33099,22451,16785,436947,2144,84729,58770
malawi,Kanengo,Sep-23,9693,421,97,33,11,37346,26433,20432,261942,2419,22186,12869
malawi,Kanengo,Oct-23,9693,421,95,31,11,58482,30184,19414,373992,1763,96134,52921
malawi,Kanengo,Nov-23,9693,421,92,32,10,38547,21737,11010,290226,2619,23817,13020
malawi,Kanengo,Dec-23,9693,421,95,32,8,65876,38207,26475,357174,2079,115964,77587
malawi,Kanengo,Jan-24,10312,312,72,20,7,90389,64268,46605,406915,2353,115308,59341
malawi,Kanengo,Feb-24,10312,312,72,21,9,37818,25145,18692,235918,3504,90006,55329
malawi,Kanengo,Mar-24,10312,312,74,21,8,10355,6258,3619,480562,1997,68137,47642
malawi,Kanengo,Apr-24,10312,312,75,20,8,87074,45487,32664,321528,2283,29677,17659
malawi,Kanengo,May-24,10312,312,75,23,6,5447,3936,2323,436483,2331,117945,63014
malawi,Kanengo,Jun-24,10312,312,72,23,7,57880,40509,25415,449184,2525,36841,23183
malawi,Kanengo,Jul-24,10312,312,71,23,7,5164,4017,2247,402086,3192,115353,61379
malawi,Kanengo,Aug-24,10312,312,70,23,8,75305,38709,28269,292131,2634,53939,33404
malawi,Kanengo,Sep-24,10312,312,70,23,7,72826,46016,28397,169335,2955,59342,31131
malawi,Kanengo,Oct-24,10312,312,70,23,7,91694,70374,48952,174139,2325,90344,51406
malawi,Kanengo,Nov-24,10312,312,74,20,5,87071,63417,44812,303340,1965,7525,4145
malawi,Kanengo,Dec-24,10312,312,70,23,7,94398,74914,50411,197155,1603,41984,27449
malawi,Lumbadzi,Jan-20,3474,92,80,16,5,78681,57629,29053,162038,1027,23400,12280
malawi,Lumbadzi,Feb-20,3474,92,82,15,4,80840,51130,30603,245285,835,47278,29496
malawi,Lumbadzi,Mar-20,3474,92,81,13,4,43592,30489,15490,202543,1009,83821,55387
malawi,Lumbadzi,Apr-20,3474,92,79,14,3,43777,27553,17788,479672,987,41629,23304
malawi,Lumbadzi,May-20,3474,92,82,16,5,97086,54928,39509,464306,1022,16236,10873
malawi,Lumbadzi,Jun-20,3474,92,82,16,5,95865,74450,38271,327984,1162,99553,52062
malawi,Lumbadzi,Jul-20,3474,92,78,16,2,60645,32704,22375,307344,990,50003,25538
malawi,Lumbadzi,Aug-20,3474,92,82,16,2,26806,19656,9943,237944,1135,69421,46689
malawi,Lumbadzi,Sep-20,3474,92,80,16,2,21174,14747,10139,413921,740,13653,9357
malawi,Lumbadzi,Oct-20,3474,92,80,16,5,97483,63111,39598,235322,1205,115921,63378
malawi,Lumbadzi,Nov-20,3474,92,80,16,4,10483,5946,3711,192641,1075,67202,42738
malawi,Lumbadzi,Dec-20,3474,92,78,15,6,15169,11445,8581,255775,544,17231,11041
malawi,Lumbadzi,Jan-21,3679,102,45,13,14,65868,34179,19712,232005,1141,69371,44511
malawi,Lumbadzi,Feb-21,3679,102,45,16,14,38795,28132,17113,194126,658,47692,28215
malawi,Lumbadzi,Mar-21,3679,102,46,15,13,53327,29233,19995,386251,857,16945,10881
malawi,Lumbadzi,Apr-21,3679,102,48,13,11,37454,21325,14318,375925,810,109223,54661
malawi,Lumbadzi,May-21,3679,102,44,14,11,49833,28394,17164,277073,839,32805,17440
malawi,Lumbadzi,Jun-21,3679,102,46,14,10,11467,8952,6982,353912,964,80718,45810
malawi,Lumbadzi,Jul-21,3679,102,48,15,12,39036,25616,15316,199513,1135,103054,68364
malawi,Lumbadzi,Aug-21,3679,102,45,13,12,20540,12809,7412,151717,1155,50903,26475
malawi,Lumbadzi,Sep-21,3679,102,48,14,10,91060,46392,25868,160273,774,68651,45142
malawi,Lumbadzi,Oct-21,3679,102,48,15,13,71582,49198,30381,183846,1055,99890,53369
malawi,Lumbadzi,Nov-21,3679,102,46,15,14,43409,28848,22754,438360,715,41947,25446
malawi,Lumbadzi,Dec-21,3679,102,48,13,12,43970,32651,19185,479952,1018,18237,9613
malawi,Lumbadzi,Jan-22,3707,127,61,23,6,32941,20317,11535,273428,1089,38583,21680
malawi,Lumbadzi,Feb-22,3707,127,58,22,6,75339,56289,29529,192480,819,111525,61195
malawi,Lumbadzi,Mar-22,3707,127,62,23,5,32288,22082,16253,161163,1170,64148,38415
malawi,Lumbadzi,Apr-22,3707,127,60,22,4,97036,62533,31554,407951,1030,63304,32272
malawi,Lumbadzi,May-22,3707,127,62,24,5,8442,5244,3365,232615,746,25506,15987
malawi,Lumbadzi,Jun-22,3707,127,59,23,4,14443,10848,5791,276752,1105,79759,51273
malawi,Lumbadzi,Jul-22,3707,127,59,22,6,58442,29577,17765,311110,667,30637,19824
malawi,Lumbadzi,Aug-22,3707,127,59,24,3,95014,66714,52552,377723,852,7423,4558
malawi,Lumbadzi,Sep-22,3707,127,58,23,7,87518,58004,45479,233214,1245,28820,14567
malawi,Lumbadzi,Oct-22,3707,127,60,25,3,97843,68855,36577,351693,1150,113550,60110
malawi,Lumbadzi,Nov-22,3707,127,61,24,3,51302,39911,25246,214834,1026,31838,20113
malawi,Lumbadzi,Dec-22,3707,127,61,23,4,24508,15256,12172,225995,1073,118574,77925
malawi,Lumbadzi,Jan-23,3792,204,94,35,10,61835,39057,29124,471936,649,79277,49422
malawi,Lumbadzi,Feb-23,3792,204,90,36,14,21272,11471,6775,137395,596,30959,20057
malawi,Lumbadzi,Mar-23,3792,204,92,36,13,47906,27152,17980,155693,1300,45987,30115
malawi,Lumbadzi,Apr-23,3792,204,92,35,10,64074,35604,26215,209025,934,82812,52332
malawi,Lumbadzi,May-23,3792,204,90,38,14,49240,29128,16493,253736,1306,114742,64898
malawi,Lumbadzi,Jun-23,3792,204,89,37,12,23647,17178,10563,377458,1003,53481,27141
malawi,Lumbadzi,Jul-23,3792,204,92,38,14,48514,30873,19625,270317,1063,16379,10089
malawi,Lumbadzi,Aug-23,3792,204,94,36,14,96795,72990,56839,164311,1203,23101,13403
malawi,Lumbadzi,Sep-23,3792,204,94,38,13,64589,42370,21558,237734,1257,27415,14521
malawi,Lumbadzi,Oct-23,3792,204,94,38,11,50968,40140,26967,256823,1165,109223,60335
malawi,Lumbadzi,Nov-23,3792,204,90,36,14,44089,22504,17226,313378,1206,64931,44766
malawi,Lumbadzi,Dec-23,3792,204,94,38,13,71782,48488,36021,328475,1097,29435,15372
malawi,Lumbadzi,Jan-24,4100,144,20,29,8,33483,20433,11974,473999,857,89919,54312
malawi,Lumbadzi,Feb-24,4100,144,18,26,8,40328,29459,20340,196223,726,30262,18172
malawi,Lumbadzi,Mar-24,4100,144,21,27,7,70957,55255,32510,473987,1323,49289,28597
malawi,Lumbadzi,Apr-24,4100,144,19,28,7,30369,22045,12223,243488,716,11189,5618
malawi,Lumbadzi,May-24,4100,144,21,29,11,69515,44546,25018,433094,1278,32646,20981
malawi,Lumbadzi,Jun-24,4100,144,21,28,9,90848,66367,52594,278191,1257,89850,52695
malawi,Lumbadzi,Jul-24,4100,144,20,29,7,82315,57629,34586,471265,1017,118466,64100
malawi,Lumbadzi,Aug-24,4100,144,22,27,7,18030,13626,8944,234015,1352,44467,22305
malawi,Lumbadzi,Sep-24,4100,144,17,26,8,18952,12835,9537,281328,1308,15240,10513
malawi,Lumbadzi,Oct-24,4100,144,22,27,11,31251,20548,12373,434624,817,106235,59008
malawi,Lumbadzi,Nov-24,4100,144,22,26,11,25319,18467,11234,199570,880,42137,27925
malawi,Lumbadzi,Dec-24,4100,144,21,29,8,85797,61628,35887,495990,649,39504,25654
malawi,Old Town,Jan-20,147839,6130,60,29,9,47565,28967,18202,296586,33306,5215,3161
malawi,Old Town,Feb-20,147839,6130,59,27,5,21346,12894,8704,481731,31090,62339,43504
malawi,Old Town,Mar-20,147839,6130,60,27,7,76895,46671,31531,291477,31767,20772,11768
malawi,Old Town,Apr-20,147839,6130,60,29,6,33142,17104,10468,174367,33877,18930,12758
malawi,Old Town,May-20,147839,6130,60,28,7,64229,35884,22819,242969,34409,56692,35460
malawi,Old Town,Jun-20,147839,6130,57,26,5,21064,14866,10251,284864,24270,67249,40555
malawi,Old Town,Jul-20,147839,6130,60,27,8,32252,25612,15815,370457,32383,49266,33753
malawi,Old Town,Aug-20,147839,6130,59,28,5,47706,24590,16562,175494,37936,80316,53269
malawi,Old Town,Sep-20,147839,6130,57,28,7,69590,53888,34184,311211,32866,96465,48363
malawi,Old Town,Oct-20,147839,6130,57,29,9,93997,51655,27963,101081,44981,14895,9022
malawi,Old Town,Nov-20,147839,6130,60,29,7,10051,6281,4107,476806,47283,8113,4918
malawi,Old Town,Dec-20,147839,6130,57,27,9,60594,42492,26975,205164,32929,16081,8791
malawi,Old Town,Jan-21,149260,8030,35,24,5,8754,6136,3315,351749,45254,113807,72514
malawi,Old Town,Feb-21,149260,8030,33,25,5,42652,29347,19379,494150,36000,76437,53243
malawi,Old Town,Mar-21,149260,8030,33,23,7,74057,54298,33538,287791,49790,51834,35191
malawi,Old Town,Apr-21,149260,8030,37,25,6,65479,38474,28685,484062,34639,16260,11203
malawi,Old Town,May-21,149260,8030,34,23,7,84605,53189,28577,181090,31463,7121,4736
malawi,Old Town,Jun-21,149260,8030,38,25,7,77532,46551,33253,397448,24649,112032,70940
malawi,Old Town,Jul-21,149260,8030,33,24,5,57167,37881,30278,101327,38366,51386,27480
malawi,Old Town,Aug-21,149260,8030,37,23,5,94009,54882,39973,470446,32526,86882,60632
malawi,Old Town,Sep-21,149260,8030,37,22,7,71163,48165,35504,188947,38840,117846,75931
malawi,Old Town,Oct-21,149260,8030,34,23,7,83959,54141,39606,396862,50334,51390,35318
malawi,Old Town,Nov-21,149260,8030,33,23,6,81324,58685,38868,223571,44483,69080,35726
malawi,Old Town,Dec-21,149260,8030,34,24,9,96972,66274,34756,370172,48403,111049,62155
malawi,Old Town,Jan-22,158220,6044,65,26,5,58284,45588,24994,202467,52569,73485,39510
malawi,Old Town,Feb-22,158220,6044,65,28,3,11503,8425,6219,400744,41467,26754,14967
malawi,Old Town,Mar-22,158220,6044,66,26,4,32191,21062,13498,322219,41959,15640,9075
malawi,Old Town,Apr-22,158220,6044,62,28,5,79265,59952,30285,325875,42625,44771,26215
malawi,Old Town,May-22,158220,6044,63,29,3,12802,9973,7461,493224,54813,68666,45849
malawi,Old Town,Jun-22,158220,6044,62,28,3,66014,42371,24856,414606,54482,67964,44150
malawi,Old Town,Jul-22,158220,6044,65,29,7,67231,44781,34572,145904,32375,21398,14123
malawi,Old Town,Aug-22,158220,6044,66,27,5,98463,51310,25987,315886,26357,43066,27037
malawi,Old Town,Sep-22,158220,6044,62,27,7,17905,13409,6732,408538,45729,35084,22883
malawi,Old Town,Oct-22,158220,6044,67,28,4,50622,28702,14970,177842,46400,3265,1856
malawi,Old Town,Nov-22,158220,6044,63,29,3,38381,26595,17353,371245,28386,28148,16151
malawi,Old Town,Dec-22,158220,6044,67,29,3,34568,24468,13110,125949,44929,86875,46928
malawi,Old Town,Jan-23,157543,5418,64,23,2,14643,8479,6235,255372,39707,92615,48698
malawi,Old Town,Feb-23,157543,5418,64,25,5,15126,10332,5423,395457,37688,85588,44456
malawi,Old Town,Mar-23,157543,5418,63,23,4,79649,58960,44219,356175,40013,106374,74156
malawi,Old Town,Apr-23,157543,5418,63,24,3,44934,24510,15563,430330,29120,110133,61457
malawi,Old Town,May-23,157543,5418,67,26,1,97263,50109,26283,122313,24869,72138,43955
malawi,Old Town,Jun-23,157543,5418,64,25,4,73633,53258,28682,195811,51480,63000,42681
malawi,Old Town,Jul-23,157543,5418,67,23,2,55623,43077,27060,142479,48161,89915,58465
malawi,Old Town,Aug-23,157543,5418,68,24,1,6170,3363,2525,213827,33122,29216,15947
malawi,Old Town,Sep-23,157543,5418,68,25,5,36078,25025,20000,187616,33174,58419,29325
malawi,Old Town,Oct-23,157543,5418,64,25,1,40688,21552,16297,411725,48643,104217,64569
malawi,Old Town,Nov-23,157543,5418,66,26,4,55922,40256,29657,252928,31105,59892,37594
malawi,Old Town,Dec-23,157543,5418,67,24,4,42013,27560,18310,286598,31731,46493,30417
malawi,Old Town,Jan-24,166227,5812,93,31,1,10181,6463,4717,349020,35033,114039,67722
malawi,Old Town,Feb-24,166227,5812,94,31,3,44619,28998,19535,355863,49395,55237,33454
malawi,Old Town,Mar-24,166227,5812,93,33,4,30793,20545,11811,162019,30685,53318,37058
malawi,Old Town,Apr-24,166227,5812,92,30,4,67391,42687,30775,102026,57284,41042,23960
malawi,Old Town,May-24,166227,5812,92,30,5,33297,23770,18992,322210,25497,26485,16927
malawi,Old Town,Jun-24,166227,5812,92,31,1,55859,33273,18036,370311,55645,110064,58008
malawi,Old Town,Jul-24,166227,5812,90,30,2,44364,34554,18416,461745,45855,37445,19760
malawi,Old Town,Aug-24,166227,5812,92,30,3,25135,19638,12579,139887,41486,72402,47923
malawi,Old Town,Sep-24,166227,5812,95,32,2,55702,31010,15555,335923,33908,95588,55856
malawi,Old Town,Oct-24,166227,5812,91,32,3,5945,4713,2419,438874,39932,86924,47057
malawi,Old Town,Nov-24,166227,5812,90,33,2,38268,24289,17869,182410,26127,38087,23716
malawi,Old Town,Dec-24,166227,5812,95,30,1,42369,24190,15270,346276,52944,12560,7339
