country,zone,date,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
malawi,Lumbadzi,Jun-21,3679,100,100,71,86,58,73,353912,817505,1159,11217
malawi,Lumbadzi,Jul-21,3679,150,100,136,74,134,60,199513,472069,1100,31491
malawi,Lumbadzi,Aug-21,3679,150,200,106,159,99,148,151717,342371,869,16635
malawi,Lumbadzi,Sep-21,3679,150,200,146,168,142,141,160273,341022,880,56793
malawi,Lumbadzi,Oct-21,3679,200,150,171,110,139,98,183846,436358,1153,61489
malawi,Lumbadzi,Nov-21,3679,100,150,84,121,71,97,438360,1019718,1069,34841
malawi,Lumbadzi,Dec-21,3679,200,100,151,76,139,66,479952,1141269,1140,40889
malawi,Lumbadzi,Jan-22,3707,100,200,90,183,87,168,273428,675832,1032,24485
malawi,Lumbadzi,Feb-22,3707,200,200,162,170,143,138,192480,433424,993,68371
malawi,Lumbadzi,Mar-22,3707,150,200,120,147,101,123,161163,339761,1161,27543
malawi,Lumbadzi,Apr-22,3707,100,100,78,85,64,69,407951,886827,932,76928
malawi,Lumbadzi,May-22,3707,100,150,73,121,65,99,232615,572553,1059,6597
malawi,Lumbadzi,Jun-22,3707,150,200,119,178,106,177,276752,617641,1263,13590
malawi,Lumbadzi,Jul-22,3707,150,200,125,156,111,145,311110,729298,1102,36930
malawi,Lumbadzi,Aug-22,3707,100,100,75,91,70,82,377723,930547,1064,83185
malawi,Lumbadzi,Sep-22,3707,150,150,127,136,114,117,233214,506445,1084,69847
malawi,Lumbadzi,Oct-22,3707,150,200,125,195,105,163,351693,732151,877,88160
malawi,Lumbadzi,Nov-22,3707,200,100,154,96,127,85,214834,480462,964,51741
malawi,Lumbadzi,Dec-22,3707,100,200,96,167,86,149,225995,530903,1083,19273
malawi,Lumbadzi,Jan-23,3792,200,200,145,153,119,150,471936,1022725,1121,50397
malawi,Lumbadzi,Feb-23,3792,150,200,145,144,134,124,137395,337803,873,14519
malawi,Lumbadzi,Mar-23,3792,100,200,95,164,79,137,155693,336724,1142,32769
malawi,Lumbadzi,Apr-23,3792,200,150,187,117,165,107,209025,462781,959,43365
malawi,Lumbadzi,May-23,3792,100,150,79,132,77,124,253736,507824,960,36542
malawi,Lumbadzi,Jun-23,3792,100,200,75,178,70,170,377458,810972,1123,22232
malawi,Lumbadzi,Jul-23,3792,150,150,106,126,93,102,270317,657539,999,39650
malawi,Lumbadzi,Aug-23,3792,100,100,77,92,70,77,164311,361044,1059,93924
malawi,Lumbadzi,Sep-23,3792,150,150,136,150,109,149,237734,511063,963,50952
malawi,Lumbadzi,Oct-23,3792,150,100,133,80,113,69,256823,602623,831,50102
malawi,Lumbadzi,Nov-23,3792,200,200,183,191,149,162,313378,680032,890,28971
malawi,Lumbadzi,Dec-23,3792,200,200,175,190,171,166,328475,754746,1055,59995
malawi,Lumbadzi,Jan-24,4100,150,100,149,71,139,65,473999,1177545,1464,26331
malawi,Lumbadzi,Feb-24,4100,200,100,184,89,172,82,196223,465788,1415,36508
malawi,Lumbadzi,Mar-24,4100,200,200,174,152,156,136,473987,1062320,1346,67132
malawi,Lumbadzi,Apr-24,4100,200,100,156,92,136,79,243488,553450,1295,27235
malawi,Lumbadzi,May-24,4100,150,150,142,118,115,113,433094,959202,1078,57070
malawi,Lumbadzi,Jun-24,4100,200,100,166,91,146,74,278191,598069,1311,79804
malawi,Lumbadzi,Jul-24,4100,200,100,184,87,163,83,471265,1163229,1037,70559
malawi,Lumbadzi,Aug-24,4100,200,200,167,143,153,115,234015,571937,1133,17284
malawi,Lumbadzi,Sep-24,4100,200,150,159,128,131,122,281328,600963,1246,15597
malawi,Lumbadzi,Oct-24,4100,100,100,84,98,75,87,434624,920088,1235,25614
malawi,Lumbadzi,Nov-24,4100,100,150,94,110,83,99,199570,415710,1113,23941
malawi,Lumbadzi,Dec-24,4100,100,150,94,125,89,113,495990,1055439,1259,78436
malawi,Old Town,Jan-20,147839,100,150,71,106,66,91,296586,670901,46650,36487
malawi,Old Town,Feb-20,147839,100,150,78,130,66,108,481731,1202068,51540,16384
malawi,Old Town,Mar-20,147839,200,100,168,90,155,80,291477,712264,52388,59018
malawi,Old Town,Apr-20,147839,200,150,191,119,160,115,174367,361284,42670,21964
malawi,Old Town,May-20,147839,200,150,200,128,163,105,242969,519120,61199,44732
malawi,Old Town,Jun-20,147839,150,100,143,89,117,73,284864,688581,61344,18519
malawi,Old Town,Jul-20,147839,150,150,129,115,113,112,370457,801956,50798,31038
malawi,Old Town,Aug-20,147839,100,100,79,86,65,73,175494,438424,45954,30927
malawi,Old Town,Sep-20,147839,150,100,117,82,115,81,311211,651335,42518,69860
malawi,Old Town,Oct-20,147839,200,100,171,75,165,66,101081,239346,62676,64246
malawi,Old Town,Nov-20,147839,100,150,93,131,87,130,476806,1085820,61588,7645
malawi,Old Town,Dec-20,147839,150,150,113,127,107,122,205164,506879,59747,53471
malawi,Old Town,Jan-21,149260,200,150,171,142,164,133,351749,726550,58342,7500
malawi,Old Town,Feb-21,149260,150,150,122,129,102,112,494150,1004041,56067,36181
malawi,Old Town,Mar-21,149260,150,150,109,128,91,119,287791,657479,52161,68137
malawi,Old Town,Apr-21,149260,100,100,83,82,78,75,484062,1171831,56536,48912
malawi,Old Town,May-21,149260,100,200,84,164,80,153,181090,390569,55593,65431
malawi,Old Town,Jun-21,149260,200,150,148,138,129,113,397448,841371,48241,59480
malawi,Old Town,Jul-21,149260,100,100,91,77,89,68,101327,239679,53296,45996
malawi,Old Town,Aug-21,149260,150,100,112,74,107,63,470446,1100567,51352,67494
malawi,Old Town,Sep-21,149260,150,200,149,147,142,118,188947,429737,45234,58596
malawi,Old Town,Oct-21,149260,150,150,136,120,123,111,396862,877284,55546,68435
malawi,Old Town,Nov-21,149260,100,150,87,144,79,132,223571,544768,55525,75352
malawi,Old Town,Dec-21,149260,100,150,90,148,81,125,370172,763744,62668,82561
malawi,Old Town,Jan-22,158220,100,100,99,86,81,81,202467,448877,47580,56563
malawi,Old Town,Feb-22,158220,150,200,110,186,90,177,400744,859983,45297,10127
malawi,Old Town,Mar-22,158220,200,100,156,86,150,76,322219,704394,55951,26231
malawi,Old Town,Apr-22,158220,200,100,174,90,155,80,325875,749892,52919,74724
malawi,Old Town,May-22,158220,100,150,97,109,80,104,493224,1188750,54862,12590
malawi,Old Town,Jun-22,158220,200,150,144,142,139,123,414606,931787,52367,52207
malawi,Old Town,Jul-22,158220,150,200,119,161,102,161,145904,306321,43690,55167
malawi,Old Town,Aug-22,158220,200,150,147,133,123,131,315886,745228,60760,64781
malawi,Old Town,Sep-22,158220,200,150,162,144,137,134,408538,947037,55618,16474
malawi,Old Town,Oct-22,158220,100,150,73,123,69,113,177842,372976,58597,34957
malawi,Old Town,Nov-22,158220,150,100,106,89,96,83,371245,770081,52524,33029
malawi,Old Town,Dec-22,158220,200,200,144,178,123,169,125949,272625,45219,30598
malawi,Old Town,Jan-23,157543,100,100,76,73,71,68,255372,629921,59877,10330
malawi,Old Town,Feb-23,157543,150,100,118,70,95,66,395457,940454,58684,12491
malawi,Old Town,Mar-23,157543,100,150,87,134,80,127,356175,828720,59047,76504
malawi,Old Town,Apr-23,157543,200,200,158,200,126,172,430330,1037216,45365,30782
malawi,Old Town,May-23,157543,150,150,146,140,123,123,122313,271343,44704,64685
malawi,Old Town,Jun-23,157543,200,100,185,98,175,79,195811,473016,42182,64002
malawi,Old Town,Jul-23,157543,100,200,96,155,79,152,142479,355045,44288,53476
malawi,Old Town,Aug-23,157543,100,200,97,141,92,129,213827,484632,47745,4064
malawi,Old Town,Sep-23,157543,100,150,99,117,80,96,187616,464424,45723,32112
malawi,Old Town,Oct-23,157543,200,200,146,168,124,158,411725,940373,53818,27244
malawi,Old Town,Nov-23,157543,150,200,123,195,118,166,252928,578518,56035,50749
malawi,Old Town,Dec-23,157543,200,150,185,137,166,130,286598,686734,44362,34769
malawi,Old Town,Jan-24,166227,150,100,114,72,96,68,349020,842591,45814,8047
malawi,Old Town,Feb-24,166227,150,100,138,79,125,69,355863,753298,57575,37101
malawi,Old Town,Mar-24,166227,150,200,122,191,110,162,162019,393589,46083,25871
malawi,Old Town,Apr-24,166227,150,200,138,175,134,150,102026,233851,61784,51869
malawi,Old Town,May-24,166227,200,100,145,87,128,73,322210,646069,53960,28697
malawi,Old Town,Jun-24,166227,100,200,76,140,71,118,370311,880933,48241,42552
malawi,Old Town,Jul-24,166227,200,150,170,111,138,98,461745,1116274,55469,42350
malawi,Old Town,Aug-24,166227,200,150,190,127,180,122,139887,327201,46138,23573
malawi,Old Town,Sep-24,166227,150,100,109,78,100,77,335923,762900,60546,38505
malawi,Old Town,Oct-24,166227,100,100,100,83,97,71,438874,930082,54633,5713
malawi,Old Town,Nov-24,166227,100,100,80,95,68,79,182410,368011,53517,29279
malawi,Old Town,Dec-24,166227,200,150,152,137,127,133,346276,725435,58577,29479
